,player_id,platform,scorePerMinute_value,scorePerMinute_percentile,kdRatio_value,kdRatio_percentile,kills_value,kills_percentile,deaths_value,deaths_percentile,damage_value,damage_percentile,assists_value,assists_percentile,killsAggregated_value,killsAggregated_percentile,assistsAsKills_value,assistsAsKills_percentile,shotsTaken_value,shotsTaken_percentile,shotsHit_value,shotsHit_percentile,shotsAccuracy_value,shotsAccuracy_percentile,killStreak_value,killStreak_percentile,dogtagsTaken_value,dogtagsTaken_percentile,avengerKills_value,avengerKills_percentile,saviorKills_value,saviorKills_percentile,headshots_value,headshots_percentile,suppressionAssists_value,suppressionAssists_percentile,longestHeadshot_value,longestHeadshot_percentile,killsPerMinute_value,killsPerMinute_percentile,damagePerMinute_value,damagePerMinute_percentile,heals_value,heals_percentile,revives_value,revives_percentile,revivesRecieved_value,revivesRecieved_percentile,resupplies_value,resupplies_percentile,repairs_value,repairs_percentile,aceSquad_value,aceSquad_percentile,squadSpawns_value,squadSpawns_percentile,squadWipes_value,squadWipes_percentile,ordersCompleted_value,ordersCompleted_percentile,wlPercentage_value,wlPercentage_percentile,wins_value,wins_percentile,losses_value,losses_percentile,draws_value,draws_percentile,rounds_value,rounds_percentile,roundsPlayed_value,roundsPlayed_percentile,rank_value,rank_percentile,rankScore_value,rankScore_percentile,timePlayed_value,timePlayed_percentile,scoreRound_value,scoreRound_percentile,scoreGeneral_value,scoreGeneral_percentile,scoreCombat_value,scoreCombat_percentile,scoreDefensive_value,scoreDefensive_percentile,scoreObjective_value,scoreObjective_percentile,scoreBonus_value,scoreBonus_percentile,scoreSquad_value,scoreSquad_percentile,scoreAward_value,scoreAward_percentile,scoreAssault_value,scoreAssault_percentile,scoreMedic_value,scoreMedic_percentile,scoreSupport_value,scoreSupport_percentile,scoreRecon_value,scoreRecon_percentile,scoreAir_value,scoreAir_percentile,scoreLand_value,scoreLand_percentile,scoreTanks_value,scoreTanks_percentile,scoreTransports_value,scoreTransports_percentile,rankProgression_value,rankProgression_percentile,Assault_kills_value,Assault_kills_percentile,Assault_deaths_value,Assault_deaths_percentile,Assault_killsPerMinute_value,Assault_killsPerMinute_percentile,Assault_kdRatio_value,Assault_kdRatio_percentile,Assault_timePlayed_value,Assault_timePlayed_percentile,Assault_shotsFired_value,Assault_shotsFired_percentile,Assault_shotsHit_value,Assault_shotsHit_percentile,Assault_shotsAccuracy_value,Assault_shotsAccuracy_percentile,Assault_score_value,Assault_score_percentile,Assault_scorePerMinute_value,Assault_scorePerMinute_percentile,Medic_kills_value,Medic_kills_percentile,Medic_deaths_value,Medic_deaths_percentile,Medic_killsPerMinute_value,Medic_killsPerMinute_percentile,Medic_kdRatio_value,Medic_kdRatio_percentile,Medic_timePlayed_value,Medic_timePlayed_percentile,Medic_shotsFired_value,Medic_shotsFired_percentile,Medic_shotsHit_value,Medic_shotsHit_percentile,Medic_shotsAccuracy_value,Medic_shotsAccuracy_percentile,Medic_score_value,Medic_score_percentile,Medic_scorePerMinute_value,Medic_scorePerMinute_percentile,Support_kills_value,Support_kills_percentile,Support_deaths_value,Support_deaths_percentile,Support_killsPerMinute_value,Support_killsPerMinute_percentile,Support_kdRatio_value,Support_kdRatio_percentile,Support_timePlayed_value,Support_timePlayed_percentile,Support_shotsFired_value,Support_shotsFired_percentile,Support_shotsHit_value,Support_shotsHit_percentile,Support_shotsAccuracy_value,Support_shotsAccuracy_percentile,Support_score_value,Support_score_percentile,Support_scorePerMinute_value,Support_scorePerMinute_percentile,Recon_kills_value,Recon_kills_percentile,Recon_deaths_value,Recon_deaths_percentile,Recon_killsPerMinute_value,Recon_killsPerMinute_percentile,Recon_kdRatio_value,Recon_kdRatio_percentile,Recon_timePlayed_value,Recon_timePlayed_percentile,Recon_shotsFired_value,Recon_shotsFired_percentile,Recon_shotsHit_value,Recon_shotsHit_percentile,Recon_shotsAccuracy_value,Recon_shotsAccuracy_percentile,Recon_score_value,Recon_score_percentile,Recon_scorePerMinute_value,Recon_scorePerMinute_percentile,Tanker_kills_value,Tanker_kills_percentile,Tanker_deaths_value,Tanker_deaths_percentile,Tanker_killsPerMinute_value,Tanker_killsPerMinute_percentile,Tanker_kdRatio_value,Tanker_kdRatio_percentile,Tanker_timePlayed_value,Tanker_timePlayed_percentile,Tanker_shotsFired_value,Tanker_shotsFired_percentile,Tanker_shotsHit_value,Tanker_shotsHit_percentile,Tanker_shotsAccuracy_value,Tanker_shotsAccuracy_percentile,Tanker_score_value,Tanker_score_percentile,Tanker_scorePerMinute_value,Tanker_scorePerMinute_percentile,Pilot_kills_value,Pilot_kills_percentile,Pilot_deaths_value,Pilot_deaths_percentile,Pilot_killsPerMinute_value,Pilot_killsPerMinute_percentile,Pilot_kdRatio_value,Pilot_kdRatio_percentile,Pilot_timePlayed_value,Pilot_timePlayed_percentile,Pilot_shotsFired_value,Pilot_shotsFired_percentile,Pilot_shotsHit_value,Pilot_shotsHit_percentile,Pilot_shotsAccuracy_value,Pilot_shotsAccuracy_percentile,Pilot_score_value,Pilot_score_percentile,Pilot_scorePerMinute_value,Pilot_scorePerMinute_percentile
0,xbl/daveydankz,xbl,423.04213899886065,82.0,1.7067946944421841,77.0,104874,98.9,61445,,12870809,98.9,30582,,110095,,5221,,3445606,,523036,,15.179797109710163,,34,,2114,,12723,,16462,,17781,,8279,,248.0,,0.8596159047876657,69.0,105.4975696920517,,210048,,27864,,41443,,45124,,5304,,6809,,28161,,2363,,29060,,58.1,,3952,99.3,2817,,30,,6809,,6570,,469,,0,,7320095,,51611564,,66120988,,17550244,,13071348,,21225872,,7706245,,9835707,,6887000,,390000,,390000,,390000,,390000,,16298,,833878,,639487,,189946,,99.85990523116422,,59981,,34743,,0.8691890795270114,,1.7264197104452697,82.0,4140490,,1856505,,302434,,16.29050285348006,,28168152,99.7,408.18676095525154,78.0,28559,,15625,,1.001683560730946,,1.827776,85.0,1710675,,1042438,,140277,,13.456627636367822,,13883583,99.0,486.95531549226615,84.0,11361,,7353,,0.7163755596191437,,1.5450836393308853,74.0,951550,,388817,,61038,,15.698387673378477,,6121905,98.3,386.0208714294722,71.0,4643,,3188,,0.5910884786760026,,1.4563989962358845,72.0,471340,,128615,,18141,,14.104886677292694,,3244685,96.6,413.0725652450668,89.0,1156,,0,,2.4913793103448274,,0.0,,27895,,0,,0,,0.0,,833878,89.0,1797.1508620689656,82.0,24,,0,,0.07947019867549669,,0.0,,18145,,0,,0,,0.0,,16298,74.0,53.966887417218544,31.0
1,psn/thomas1023n,psn,519.028471556633,94.0,2.180531193244439,88.0,140472,99.4,64421,,16453892,99.4,27386,,145580,,5108,,3290709,,642861,,19.535638064623765,,106,,1335,,12788,,17613,,24117,,10463,,350.0,,1.319952641371145,92.0,154.6098738982541,,261346,,17319,,19116,,63858,,7634,,5703,,35039,,2960,,28740,,69.4,,3952,99.3,1683,,59,,5703,,5626,,482,,0,,6385370,,55236048,,69718128,,23239488,,15488350,,16722052,,8934243,,8926086,,5639000,,390000,,390000,,390000,,390000,,39753,,8346951,,8166134,,175453,,99.80584864806829,,36711,,20064,,1.2615463917525773,,1.829694976076555,84.0,1746030,,857884,,178060,,20.755719887537243,,14300193,99.0,491.4155670103093,92.0,33392,,16757,,1.4339330957186414,,1.9927194605239602,88.0,1397265,,932978,,183950,,19.716434899858303,,12985504,98.9,557.6288916562889,93.0,30374,,14665,,1.3741404270720232,,2.0711899079440848,88.0,1326285,,823202,,158424,,19.244851202985416,,11558519,99.5,522.9152642055736,94.0,19378,,11201,,0.9636481177582177,,1.7300241049906258,81.0,1206590,,263505,,57142,,21.685357014098404,,8878254,99.3,441.50648963150826,92.0,21885,,0,,1.905197179420214,,0.0,,689220,,0,,0,,0.0,,8346951,99.3,726.6432488900497,59.0,57,,0,,0.17117117117117117,,0.0,,19980,,0,,0,,0.0,,39753,80.0,119.37837837837837,62.0
2,psn/r-ghanem,psn,358.452689545426,65.0,1.5929831701419646,73.0,133081,99.3,83542,,15772121,99.3,30428,,139107,,6026,,3801435,,660636,,17.378595188395963,,46,,846,,15934,,21075,,23132,,11325,,230.0,,1.3932557214347034,94.0,165.12197700956887,,316827,,36991,,24742,,76087,,616,,3888,,40689,,2652,,3352,,56.5,,3952,99.3,3028,,11,,6991,,6733,,282,,0,,5731115,,34238684,,30574084,,20403224,,11071191,,2805025,,4974103,,8319370,,3692000,,390000,,390000,,390000,,390000,,720,,67195,,34899,,31591,,99.55742103549332,,34471,,24908,,1.265966432847332,,1.3839328729725389,68.0,1633775,,872081,,168877,,19.364829643118014,,8649237,97.8,317.6479856035844,52.0,42064,,25265,,1.4433159483941806,,1.6649119335048486,81.0,1748680,,1398120,,209601,,14.991631619603469,,12086677,98.8,414.7226530332144,67.0,50494,,27285,,1.588660961490058,,1.8506138904159795,84.0,1907040,,1455442,,265944,,18.272387357242682,,11544520,99.5,363.2179713063176,65.0,5881,,5164,,0.8039644565960355,,1.1388458559256391,56.0,438910,,73580,,15340,,20.848056537102476,,1897873,93.0,259.4494873547505,50.0,94,,0,,2.1363636363636362,,0.0,,2650,,0,,0,,0.0,,67195,54.0,1527.159090909091,79.0,0,,0,,0.0,,0.0,,60,,0,,0,,0.0,,720,35.0,720.0,97.7
3,psn/tai-mon,psn,477.5342784671874,91.0,1.4969895785409957,69.0,149678,99.5,99986,,17785851,99.5,29687,,155321,,5640,,4423001,,725652,,16.40632683555803,,56,,293,,14550,,19885,,24406,,8402,,426.0,,1.0755125063771387,84.0,127.8003793948365,,192846,,31365,,31136,,23141,,1261,,6756,,45902,,1932,,37663,,53.9,,3952,99.3,3370,,4,,7339,,7175,,500,,0,,8350140,,66457968,,74613750,,24247000,,15071350,,27488246,,9257904,,12850897,,6406400,,390000,,390000,,390000,,390000,,4038350,,1607400,,1497119,,107395,,100.0,,32571,,23910,,0.9843155031731641,,1.362233375156838,67.0,1985410,,858861,,170653,,19.869687877316586,,14871668,99.0,449.4308854638864,86.0,86524,,60257,,1.1014308264168238,,1.4359161591184426,72.0,4713365,,2860685,,440172,,15.386944036131206,,40097336,99.9,510.429960792301,88.0,6976,,5379,,1.0898297141071707,,1.2968953337051496,62.0,384105,,194164,,36510,,18.80369172452154,,2853839,95.2,445.84268083112016,85.0,6111,,5816,,0.7399200871776244,,1.0507221458046767,51.0,495545,,106123,,20632,,19.441591360967934,,3059240,96.3,370.4128829156072,82.0,3683,,0,,1.1218397806883948,,0.0,,197010,,0,,0,,0.0,,1607400,94.0,489.6131586963144,36.0,13646,,0,,1.4247233242848194,,0.0,,574705,,0,,0,,0.0,,4038350,99.0,421.6276884527041,94.0
4,xbl/mightymcmufty,xbl,238.14279479794013,24.0,0.9909552744297241,39.0,49741,96.4,50195,,6228156,96.5,14086,,52149,,2407,,4200161,,311845,,7.424596342854477,,19,,2151,,7025,,9100,,7012,,10243,,197.0,,0.5426922405516278,35.0,67.95142707515056,,730676,,42448,,16362,,156995,,2462,,6187,,31817,,843,,2499,,53.6,,3954,99.3,3411,,9,,7374,,7127,,274,,0,,5499385,,21827216,,29104472,,8248926,,11497253,,2083019,,3185454,,7596131,,7145800,,390000,,390000,,390000,,83825,,703,,393045,,349127,,42878,,99.77535824477202,,1187,,1940,,0.3753953194180898,,0.6118556701030928,17.0,189750,,71319,,8371,,11.737405179545423,,656031,73.0,207.47343453510436,18.0,15051,,19794,,0.44465124523619604,,0.7603819339193695,31.0,2030940,,1291152,,98075,,7.5959298363012255,,9115246,98.2,269.2914414015185,23.0,32938,,27620,,0.6216359038236515,,1.1925416364952932,56.0,3179190,,2784743,,202432,,7.2693243146674575,,11739843,99.5,221.56499830143812,20.0,168,,287,,0.2396576319543509,,0.5853658536585366,19.0,42070,,3460,,425,,12.283236994219653,,83825,47.0,119.57917261055634,7.0,632,,0,,0.6673706441393875,,0.0,,56855,,0,,0,,0.0,,393045,81.0,415.04223864836325,23.0,0,,0,,0.0,,0.0,,580,,0,,0,,0.0,,703,35.0,78.11111111111111,45.0
5,origin/private_sarafov,origin,462.8579482234256,89.0,1.8861171175922509,82.0,107288,98.9,56883,,13214893,99.0,26932,,112176,,4888,,3384395,,531509,,15.704697589968076,,64,,724,,10636,,15848,,14756,,10245,,431.0,,0.9948075068615088,79.0,122.53257362213486,,250349,,23958,,33045,,62335,,7303,,6375,,35663,,2067,,34682,,62.5,,3952,99.3,2344,,30,,6375,,6240,,469,,0,,6470910,,49918304,,66161408,,18592144,,13140322,,18375678,,8180194,,9978571,,8124000,,390000,,390000,,390000,,390000,,1206373,,7011202,,6536879,,463891,,99.92094995374828,,23451,,14706,,0.9071953578336557,,1.594655242758058,77.0,1551020,,707360,,121585,,17.18856028047953,,10935331,98.4,423.03021276595746,82.0,35872,,21273,,0.9478913434097875,,1.6862689794575283,81.0,2270680,,1295537,,197891,,15.274824262062758,,19108806,99.4,504.93621181693265,87.0,20270,,11501,,1.0216218940577593,,1.762455438657508,81.0,1190475,,650314,,114938,,17.674231217534913,,9052365,99.2,456.24540093745276,86.0,9163,,5882,,0.9310099573257468,,1.5578034682080926,76.0,590530,,166642,,35368,,21.223941143289206,,3869526,97.3,393.1646006909165,86.0,17294,,0,,1.7726527265272654,,0.0,,585405,,0,,0,,0.0,,7011202,99.1,718.6553915539156,59.0,3318,,0,,0.7040101845957989,,0.0,,282800,,0,,0,,0.0,,1206373,96.7,255.96711224273287,85.0
6,origin/yuuyuchi,origin,679.2289255184261,99.1,5.176744473516142,98.9,251274,99.9,48539,,28571202,99.8,38673,,260090,,8815,,4985429,,1198116,,24.032355089200948,,95,,1437,,19604,,30024,,60205,,15606,,453.0,,2.5693688903431635,99.2,292.15102867192934,,86940,,6441,,14053,,54365,,757,,4458,,31394,,4802,,14632,,88.6,,3952,99.3,486,,21,,4459,,4288,,500,,0,,5867775,,66425872,,74613750,,40657984,,11341415,,14633886,,8795156,,4970460,,6652800,,390000,,390000,,390000,,390000,,4507020,,2847747,,2774102,,71408,,100.0,,69704,,15238,,2.395491099044608,,4.574353589709935,99.4,1745895,,1288708,,332885,,25.83090971732929,,19363238,99.4,665.4491030311361,99.1,86414,,17136,,3.098830954600875,,5.042833800186742,99.5,1673205,,1792863,,443463,,24.734907240542086,,20915068,99.5,750.0203686437638,99.1,64671,,12504,,2.7201261829653,,5.172024952015355,99.3,1426545,,1170079,,334752,,28.609350308825306,,17220826,99.8,724.3249631966352,98.8,6958,,1703,,1.930632630410655,,4.085731062830299,98.7,216280,,61816,,18668,,30.199301151805358,,2011693,94.0,558.1834073251943,97.9,9673,,0,,2.260046728971963,,0.0,,256855,,0,,0,,0.0,,2847747,96.9,665.3614485981309,55.0,14411,,0,,1.5751448245709914,,0.0,,548995,,0,,0,,0.0,,4507020,99.1,492.62433052792653,95.9
7,origin/osacoooo,origin,644.6860707259729,98.8,2.7144643047132675,94.0,204106,99.8,75192,,22716171,99.7,37193,,211603,,7497,,3261985,,861493,,26.41008465704165,,70,,10557,,18582,,28380,,40779,,10233,,290.0,,1.9586967995777553,98.4,217.99501943284872,,186296,,29224,,31887,,22511,,811,,4277,,40688,,3842,,19916,,66.6,,3951,99.3,1936,,46,,5946,,5761,,479,,0,,6252345,,67179512,,68989592,,31557078,,14755202,,21148312,,11516800,,8317651,,8353600,,390000,,390000,,390000,,390000,,4663,,3914790,,3773076,,137937,,99.96499538135517,,51524,,20833,,1.7879723774161085,,2.473191571065137,94.0,1729030,,772922,,211949,,27.421783828122372,,17500968,99.3,607.3140160322032,98.4,86186,,29694,,2.1371255703233487,,2.902471879841045,96.8,2419715,,1647373,,414574,,25.165763916247265,,28331120,99.7,702.5173576671295,98.7,27051,,10315,,1.950887061877975,,2.6224915172079495,94.0,831985,,357028,,115314,,32.2983071355748,,8206167,99.0,591.819342276071,97.2,28064,,12129,,1.8535103361733043,,2.3137933877483716,92.0,908470,,273632,,82598,,30.185796982809027,,9577109,99.4,632.528168548973,98.8,11556,,0,,1.9135618479880776,,0.0,,362355,,0,,0,,0.0,,3914790,97.9,648.2513661202186,54.0,1,,0,,0.07692307692307693,,0.0,,790,,0,,0,,0.0,,4663,62.0,358.6923076923077,92.0
8,origin/zalliven,origin,502.22230698809886,93.0,1.9549476491683335,84.0,108482,99.0,55491,,12819611,98.9,24149,,112443,,3954,,2260468,,479998,,21.234452334649284,,44,,536,,10642,,15845,,22696,,8216,,320.0,,1.0345018309429357,82.0,122.24987602990541,,391429,,30933,,21496,,35063,,951,,4832,,36066,,2342,,29160,,68.8,,3951,99.3,1789,,2,,5742,,5630,,458,,0,,6291870,,52665040,,63557412,,17607754,,12870993,,22385014,,8318211,,8799745,,8839200,,390000,,390000,,390000,,390000,,6938,,2031380,,1635772,,387026,,99.84237897192408,,7871,,5676,,0.8235848069477869,,1.3867159971811134,68.0,573425,,178393,,38240,,21.435818670015077,,3842100,94.0,402.0194621743225,77.0,58930,,27449,,1.1375789046966391,,2.1468905971073626,91.0,3108230,,1288399,,266035,,20.648494759775502,,28646444,99.7,552.9881281006891,93.0,7307,,4490,,0.9556630918127126,,1.6273942093541203,77.0,458795,,191668,,38914,,20.302815284763238,,3331967,96.1,435.7791001831023,83.0,31508,,17115,,0.9472671517046479,,1.8409582237803097,84.0,1995755,,535670,,125405,,23.410868631806895,,15781061,99.8,474.4471468943539,95.1,4151,,0,,1.625930278104191,,0.0,,153185,,0,,0,,0.0,,2031380,95.4,795.6835095965531,63.0,9,,0,,0.21951219512195122,,0.0,,2480,,0,,0,,0.0,,6938,66.0,169.21951219512195,74.0
9,psn/cebesta-tunico1,psn,550.1927570213071,96.7,5.057735261602328,98.8,224174,99.8,44323,,26470368,99.8,36015,,231411,,7237,,5141003,,1052173,,20.466298113422614,,114,,3129,,17772,,24857,,62117,,14538,,634.0,,2.2952890945764692,99.0,271.0267336971546,,186261,,11482,,13051,,24766,,546,,5167,,38369,,4499,,12247,,64.7,,3949,99.3,2145,,13,,6107,,5943,,441,,0,,5860075,,53735676,,60749164,,36379576,,9501145,,7962561,,9086834,,5179498,,7967800,,390000,,390000,,390000,,390000,,107496,,4157047,,4071994,,81816,,99.86095547290772,,91653,,18739,,2.2577411011208275,,4.891029403916964,99.5,2435730,,1934418,,454269,,23.48349736199725,,21813762,99.6,537.3509545510531,96.0,89354,,18577,,2.7118880694406506,,4.809926252893363,99.4,1976970,,2084146,,434532,,20.849403064852464,,19270894,99.4,584.8703754286928,95.4,13343,,3051,,2.045531197301855,,4.373320222877745,98.8,391420,,381017,,77717,,20.397252616025007,,3381676,96.1,518.4234248045378,93.0,18239,,3232,,1.5787241409157795,,5.6432549504950495,99.4,693230,,130877,,41328,,31.57774093232577,,6093657,98.7,527.452350038951,97.2,14834,,0,,2.68731884057971,,0.0,,331250,,0,,0,,0.0,,4157047,98.0,753.0882246376812,61.0,228,,0,,0.4351145038167939,,0.0,,31475,,0,,0,,0.0,,107496,86.0,205.14503816793894,80.0
