,player_id,platform,scorePerMinute_value,scorePerMinute_percentile,kdRatio_value,kdRatio_percentile,kills_value,kills_percentile,deaths_value,deaths_percentile,damage_value,damage_percentile,assists_value,assists_percentile,killsAggregated_value,killsAggregated_percentile,assistsAsKills_value,assistsAsKills_percentile,shotsTaken_value,shotsTaken_percentile,shotsHit_value,shotsHit_percentile,shotsAccuracy_value,shotsAccuracy_percentile,killStreak_value,killStreak_percentile,dogtagsTaken_value,dogtagsTaken_percentile,avengerKills_value,avengerKills_percentile,saviorKills_value,saviorKills_percentile,headshots_value,headshots_percentile,suppressionAssists_value,suppressionAssists_percentile,longestHeadshot_value,longestHeadshot_percentile,killsPerMinute_value,killsPerMinute_percentile,damagePerMinute_value,damagePerMinute_percentile,heals_value,heals_percentile,revives_value,revives_percentile,revivesRecieved_value,revivesRecieved_percentile,resupplies_value,resupplies_percentile,repairs_value,repairs_percentile,aceSquad_value,aceSquad_percentile,squadSpawns_value,squadSpawns_percentile,squadWipes_value,squadWipes_percentile,ordersCompleted_value,ordersCompleted_percentile,wlPercentage_value,wlPercentage_percentile,wins_value,wins_percentile,losses_value,losses_percentile,draws_value,draws_percentile,rounds_value,rounds_percentile,roundsPlayed_value,roundsPlayed_percentile,rank_value,rank_percentile,rankScore_value,rankScore_percentile,timePlayed_value,timePlayed_percentile,scoreRound_value,scoreRound_percentile,scoreGeneral_value,scoreGeneral_percentile,scoreCombat_value,scoreCombat_percentile,scoreDefensive_value,scoreDefensive_percentile,scoreObjective_value,scoreObjective_percentile,scoreBonus_value,scoreBonus_percentile,scoreSquad_value,scoreSquad_percentile,scoreAward_value,scoreAward_percentile,scoreAssault_value,scoreAssault_percentile,scoreMedic_value,scoreMedic_percentile,scoreSupport_value,scoreSupport_percentile,scoreRecon_value,scoreRecon_percentile,scoreAir_value,scoreAir_percentile,scoreLand_value,scoreLand_percentile,scoreTanks_value,scoreTanks_percentile,scoreTransports_value,scoreTransports_percentile,rankProgression_value,rankProgression_percentile,Assault_kills_value,Assault_kills_percentile,Assault_deaths_value,Assault_deaths_percentile,Assault_killsPerMinute_value,Assault_killsPerMinute_percentile,Assault_kdRatio_value,Assault_kdRatio_percentile,Assault_timePlayed_value,Assault_timePlayed_percentile,Assault_shotsFired_value,Assault_shotsFired_percentile,Assault_shotsHit_value,Assault_shotsHit_percentile,Assault_shotsAccuracy_value,Assault_shotsAccuracy_percentile,Assault_score_value,Assault_score_percentile,Assault_scorePerMinute_value,Assault_scorePerMinute_percentile,Medic_kills_value,Medic_kills_percentile,Medic_deaths_value,Medic_deaths_percentile,Medic_killsPerMinute_value,Medic_killsPerMinute_percentile,Medic_kdRatio_value,Medic_kdRatio_percentile,Medic_timePlayed_value,Medic_timePlayed_percentile,Medic_shotsFired_value,Medic_shotsFired_percentile,Medic_shotsHit_value,Medic_shotsHit_percentile,Medic_shotsAccuracy_value,Medic_shotsAccuracy_percentile,Medic_score_value,Medic_score_percentile,Medic_scorePerMinute_value,Medic_scorePerMinute_percentile,Recon_kills_value,Recon_kills_percentile,Recon_deaths_value,Recon_deaths_percentile,Recon_killsPerMinute_value,Recon_killsPerMinute_percentile,Recon_kdRatio_value,Recon_kdRatio_percentile,Recon_timePlayed_value,Recon_timePlayed_percentile,Recon_shotsFired_value,Recon_shotsFired_percentile,Recon_shotsHit_value,Recon_shotsHit_percentile,Recon_shotsAccuracy_value,Recon_shotsAccuracy_percentile,Recon_score_value,Recon_score_percentile,Recon_scorePerMinute_value,Recon_scorePerMinute_percentile,Support_kills_value,Support_kills_percentile,Support_deaths_value,Support_deaths_percentile,Support_killsPerMinute_value,Support_killsPerMinute_percentile,Support_kdRatio_value,Support_kdRatio_percentile,Support_timePlayed_value,Support_timePlayed_percentile,Support_shotsFired_value,Support_shotsFired_percentile,Support_shotsHit_value,Support_shotsHit_percentile,Support_shotsAccuracy_value,Support_shotsAccuracy_percentile,Support_score_value,Support_score_percentile,Support_scorePerMinute_value,Support_scorePerMinute_percentile,Tanker_kills_value,Tanker_kills_percentile,Tanker_deaths_value,Tanker_deaths_percentile,Tanker_killsPerMinute_value,Tanker_killsPerMinute_percentile,Tanker_kdRatio_value,Tanker_kdRatio_percentile,Tanker_timePlayed_value,Tanker_timePlayed_percentile,Tanker_shotsFired_value,Tanker_shotsFired_percentile,Tanker_shotsHit_value,Tanker_shotsHit_percentile,Tanker_shotsAccuracy_value,Tanker_shotsAccuracy_percentile,Tanker_score_value,Tanker_score_percentile,Tanker_scorePerMinute_value,Tanker_scorePerMinute_percentile,Pilot_kills_value,Pilot_kills_percentile,Pilot_deaths_value,Pilot_deaths_percentile,Pilot_killsPerMinute_value,Pilot_killsPerMinute_percentile,Pilot_kdRatio_value,Pilot_kdRatio_percentile,Pilot_timePlayed_value,Pilot_timePlayed_percentile,Pilot_shotsFired_value,Pilot_shotsFired_percentile,Pilot_shotsHit_value,Pilot_shotsHit_percentile,Pilot_shotsAccuracy_value,Pilot_shotsAccuracy_percentile,Pilot_score_value,Pilot_score_percentile,Pilot_scorePerMinute_value,Pilot_scorePerMinute_percentile
79,xbl/coolcrush713,xbl,531.2358943274234,95.7,2.397487526277132,91.0,94660,98.7,39483,,10703896,98.5,24552,,98629,,3969,,2881069,,383347,,13.305720897347479,,43,,22028,,11606,,15007,,10892,,5383,,241.0,,0.5976915694297116,41.0,67.58534121331515,,1618642,,83248,,46951,,134953,,3383,,6852,,27383,,2297,,67297,,83.4,,7465,99.9,1481,,4,,8954,,8594,,500,,0,,9502595,,84135016,,74613750,,15404573,,28196674,,41234648,,15278827,,22186240,,8343800,,390000,,390000,,390000,,390000,,12886,,862914,,738086,,122372,,100.0,,17080,,7752,,0.5671968917079002,,2.2033023735810113,91.0,1806820,,471134,,77882,,16.5307534586763,,13484560,98.9,447.7986251784943,86.0,60970,,24670,,0.6043275282736473,,2.47142278070531,94.0,6053375,,1905773,,230587,,12.099394838734728,,56369960,99.9,558.7324683563124,93.0,11061,,4348,,0.610329415659659,,2.5439282428702854,94.0,1087435,,293720,,45616,,15.53043715102819,,10581480,99.5,583.8702201622248,98.3,4551,,2095,,0.5803366488140781,,2.1723150357995227,90.0,470535,,171957,,24955,,14.512349017486931,,3407893,96.2,434.5693700586585,82.0,1201,,0,,0.9708973322554567,,0.0,,74225,,0,,0,,0.0,,862914,89.0,697.5860953920776,58.0,31,,0,,0.18235294117647058,,0.0,,10205,,0,,0,,0.0,,12886,72.0,75.8,44.0
80,xbl/i likaonas i,xbl,448.157726909843,86.0,2.2731697134821585,90.0,206913,99.8,91024,,23188745,99.7,38598,,213629,,6716,,9585672,,982813,,10.252937926522,,88,,2265,,16582,,22345,,20765,,14943,,580.0,,0.9660119611752018,77.0,108.26098425251992,,1652584,,84621,,28052,,122715,,3128,,10653,,39023,,4168,,43518,,68.5,,7464,99.9,3422,,13,,10899,,10586,,500,,0,,12851635,,95992248,,74613750,,38005248,,25416716,,33497636,,14418049,,18127830,,8608800,,390000,,390000,,390000,,390000,,17843594,,1970184,,1732548,,231432,,100.0,,6365,,5928,,0.5223206958805187,,1.0737179487179487,50.0,731210,,241116,,35838,,14.863385258547753,,3051255,92.0,250.3902018709995,30.0,141804,,75345,,0.9660396896225194,,1.8820625124427632,86.0,8807395,,4944636,,699025,,14.137036578627828,,72833960,99.9,496.1813214886674,85.0,1403,,934,,0.6003423192126658,,1.5021413276231264,74.0,140250,,22572,,4758,,21.07921318447634,,548722,79.0,234.79760376551133,41.0,2907,,2575,,0.534375,,1.1289320388349515,52.0,326405,,218439,,22156,,10.142877416578541,,1654048,91.0,304.0529411764706,45.0,3132,,0,,7.583535108958838,,0.0,,24820,,0,,0,,0.0,,1970184,95.3,4770.421307506053,93.0,53909,,0,,1.1463902179691654,,0.0,,2821555,,0,,0,,0.0,,17843594,99.9,379.4491015417331,93.0
81,origin/2142_kronyk,origin,432.0504230118443,83.0,2.077532550275268,87.0,254344,99.9,122426,,31385323,99.9,55595,,264315,,9971,,9380175,,1164917,,12.418926086133787,,50,,2537,,24054,,33140,,62667,,22910,,743.0,,1.0759052453468698,84.0,132.7636336717428,,494749,,37464,,43534,,80330,,7390,,8757,,72098,,4481,,54191,,64.7,,7459,99.9,4059,,14,,11532,,11191,,500,,0,,14184010,,102136720,,74613750,,45935880,,26661144,,30345282,,15346073,,16768925,,9866200,,390000,,390000,,390000,,390000,,5989681,,2933211,,2748686,,179041,,100.0,,125770,,60581,,1.1285387410830454,,2.0760634522375003,89.0,6686745,,3459410,,601341,,17.382761800422617,,49176800,99.9,441.2651980797703,85.0,46076,,24750,,1.1304497166270027,,1.8616565656565656,86.0,2445575,,1764963,,233711,,13.241694018514835,,19573286,99.5,480.21997595623054,83.0,34786,,18875,,0.9437586478200711,,1.8429668874172185,84.0,2211555,,496472,,98260,,19.791649881564318,,15557430,99.8,422.079546379446,90.0,22126,,11705,,1.0011764705882353,,1.8903032891926528,84.0,1326055,,1039415,,128215,,12.33530399311151,,9531630,99.2,431.29547511312217,82.0,7390,,0,,1.0367564534231202,,0.0,,427690,,0,,0,,0.0,,2933211,97.0,411.50547138047136,22.0,18087,,0,,0.9989506241025075,,0.0,,1086390,,0,,0,,0.0,,5989681,99.4,330.8119407931073,91.0
82,psn/maciejmaruda,psn,480.5713603079442,91.0,1.9389128680661398,84.0,302769,99.9,156154,,37280945,99.9,61858,,314541,,11772,,7920062,,1610232,,20.331052963979324,,57,,864,,30345,,43057,,61769,,21247,,267.0,,1.3395969294073402,93.0,164.9489856867907,,305906,,28304,,55011,,66540,,1006,,9557,,94028,,3581,,43397,,54.7,,7457,99.9,6155,,31,,13656,,13071,,500,,0,,13560910,,108616336,,74613750,,48247008,,22548086,,38779304,,14841303,,14491834,,9382200,,390000,,390000,,390000,,390000,,941,,2233682,,2094826,,135170,,100.0,,148505,,70992,,1.4480240256637773,,2.0918554203290514,90.0,6153460,,3586792,,754701,,21.04111417667933,,51426912,99.9,501.447117212867,93.0,76036,,43504,,1.2826152963800141,,1.7477933063626334,83.0,3556960,,2475138,,482028,,19.474792920637153,,29070280,99.7,490.3727944401336,84.0,20188,,11439,,1.0649364350899404,,1.7648395838797097,82.0,1137430,,275136,,65560,,23.828215864154455,,7860787,99.1,414.6640818694941,89.0,51945,,28128,,1.2877435668600328,,1.846736348122867,83.0,2420295,,1411117,,275813,,19.545721580846944,,18961078,99.8,470.0549853735931,88.0,6283,,0,,1.3075962539021853,,0.0,,288340,,0,,0,,0.0,,2233682,95.9,464.8661810613944,32.0,1,,0,,0.0136986301369863,,0.0,,4425,,0,,0,,0.0,,941,39.0,12.89041095890411,6.0
83,psn/heaven_ys_r,psn,650.1799680074007,98.9,5.74165748070949,99.1,286480,99.9,49895,,30332319,99.9,32398,,294576,,8096,,4508072,,1291196,,28.64186729936878,,73,,9908,,24628,,34576,,53355,,7267,,174.0,,2.760614412087806,99.3,292.2920866498352,,169022,,14315,,19727,,16589,,0,,8207,,43807,,6588,,21223,,80.7,,7458,99.9,1779,,8,,9316,,8876,,500,,0,,6226465,,67471776,,74613750,,39359140,,9858592,,18392616,,11495181,,7071831,,3744000,,390000,,390000,,390000,,390000,,70,,7250,,2618,,4513,,100.0,,140870,,22307,,2.6391516945500872,,6.315058053525799,99.8,3202635,,2128346,,654262,,30.740396533270438,,34746480,99.8,650.9635236150402,99.0,136404,,25474,,2.96659417137886,,5.354636099552485,99.5,2758855,,2256386,,599278,,26.559196875002772,,30389792,99.8,660.9350152240104,98.1,2787,,759,,1.64619019492026,,3.6719367588932808,98.1,101620,,20439,,7261,,35.52522139047898,,797408,85.0,471.0029533372711,94.0,6406,,880,,2.358615611192931,,7.279545454545454,99.6,162960,,102569,,30317,,29.55766362156207,,1684104,91.0,620.0677466863034,97.8,0,,0,,0.0,,0.0,,375,,0,,0,,0.0,,7250,13.0,1208.3333333333333,75.0,0,,0,,0.0,,0.0,,20,,0,,0,,0.0,,70,8.0,70.0,41.0
84,psn/nilizar_v2,psn,373.96133992311917,69.0,2.0721882923251105,86.0,259898,99.9,125422,,30035890,99.9,57965,,271006,,11108,,8087272,,1259065,,15.568475995366546,,147,,10392,,31713,,42690,,48120,,21689,,350.0,,1.4272267984623832,94.0,164.94173531026908,,224582,,35745,,55252,,40165,,6040,,13209,,76356,,4810,,13972,,55.5,,7452,99.9,5952,,34,,13443,,13051,,500,,0,,10926025,,68098360,,74613750,,39229244,,16558063,,12554659,,9688559,,12735235,,8174200,,390000,,390000,,390000,,390000,,52209,,539447,,489769,,48031,,100.0,,51967,,27603,,1.2864392514110308,,1.8826576821359997,86.0,2423805,,1611266,,270399,,16.781772841976434,,14976359,99.1,370.7386622437865,69.0,153924,,71406,,1.5894015117095535,,2.1556171750273085,91.0,5810690,,4701880,,710980,,15.121185568325862,,38093232,99.9,393.34633018049647,60.0,7620,,5196,,0.9138882225953466,,1.466512702078522,73.0,500325,,93301,,20627,,22.108015991254113,,2327436,94.0,279.1360038378508,57.0,44957,,20163,,1.3006885777109132,,2.2296781232951446,91.0,2073855,,1623102,,252593,,15.562361453562376,,12294025,99.5,355.68872237009606,62.0,1471,,0,,1.0116918844566714,,0.0,,87295,,0,,0,,0.0,,539447,85.0,371.0089408528198,15.0,136,,0,,0.272,,0.0,,30055,,0,,0,,0.0,,52209,82.0,104.418,57.0
85,psn/h_s__s,psn,371.8364745011086,69.0,1.340467341141067,62.0,119378,99.1,89057,,15295712,99.3,36865,,125698,,6320,,3659136,,660880,,18.061094203659007,,33,,4267,,12419,,18144,,18805,,11488,,260.0,,0.8707112848640448,70.0,111.56284280546154,,622594,,37197,,30093,,47994,,1071,,7429,,38548,,2629,,36207,,71.2,,7451,99.9,2956,,59,,10475,,10199,,398,,0,,8226240,,50980268,,52223684,,20490362,,16574673,,14078708,,10746477,,12540538,,6818600,,390000,,390000,,390000,,390000,,30540,,1187309,,851718,,326142,,99.99987362071853,,32378,,28463,,0.6639598072387983,,1.1375469908302007,54.0,2925930,,764213,,173314,,22.678755791906184,,15437226,99.1,316.56364195632113,52.0,76058,,51456,,1.0366786157264165,,1.4781172263681592,74.0,4402070,,2557784,,428795,,16.764316298796146,,30214402,99.8,411.8255073807025,66.0,4671,,3946,,0.7044186397225155,,1.1837303598580842,59.0,397860,,99125,,18866,,19.032534678436317,,2255906,94.0,340.20600211129545,76.0,4669,,3988,,0.6978030189807204,,1.1707622868605818,55.0,401470,,131071,,29668,,22.635060387118433,,1987491,92.0,297.03945598565235,43.0,2391,,0,,1.780342516753537,,0.0,,80595,,0,,0,,0.0,,1187309,92.0,884.072226358898,66.0,44,,0,,0.14426229508196722,,0.0,,18315,,0,,0,,0.0,,30540,78.0,100.1311475409836,56.0
86,origin/deathring117,origin,586.181950006514,97.9,3.996979397521136,98.0,243476,99.8,60915,,28963059,99.9,45486,,252026,,8549,,3653615,,794688,,21.75073180945447,,123,,2569,,15772,,24187,,19632,,13305,,364.0,,1.3791314297366648,94.0,164.05668307437847,,114796,,10662,,14516,,26198,,15,,6702,,56671,,5058,,57105,,90.2,,7451,99.9,804,,1,,8261,,7960,,500,,0,,10592580,,103486320,,74613750,,44719696,,21363620,,38325360,,15773797,,13039151,,8354200,,390000,,390000,,390000,,390000,,343,,52848996,,51866204,,963941,,100.0,,88901,,32983,,1.229170699333573,,2.6953582148379467,96.0,4339590,,1228630,,311139,,25.324060132016964,,39063480,99.9,540.1028675718276,96.2,7048,,5093,,0.7048704870487049,,1.3838602002748872,70.0,599955,,246823,,43029,,17.433140347536494,,4851754,96.1,485.2239223922392,83.0,39720,,14729,,1.106036979282691,,2.696720754973182,95.2,2154765,,485414,,134466,,27.701302393420875,,18168102,99.8,505.90615950100243,96.5,4250,,3191,,0.7220523275569147,,1.3318708868693199,64.0,353205,,151072,,27452,,18.171467909341242,,2595763,94.0,441.0062861026164,84.0,135333,,0,,2.5819024725274726,,0.0,,3144960,,0,,0,,0.0,,52848996,99.9,1008.26076007326,70.0,0,,0,,0.0,,0.0,,105,,0,,0,,0.0,,343,24.0,343.0,91.0
87,origin/alyaz_pogee,origin,392.1552243785376,74.0,3.4206351227462566,97.0,268643,99.9,78536,,32937647,99.9,38991,,277635,,8992,,6242730,,1292616,,20.705941150746547,,85,,9289,,20536,,27898,,43183,,8039,,193.0,,1.0184628449462227,81.0,124.87118469289882,,457622,,52286,,28867,,35746,,2321,,9871,,52203,,6827,,25525,,64.6,,7449,99.9,4060,,23,,11558,,11362,,500,,0,,15826400,,103439960,,74613750,,46503768,,19966338,,37841140,,19617236,,13506779,,8158600,,390000,,390000,,390000,,390000,,9338,,8742256,,8415873,,318538,,100.0,,26590,,11423,,0.5615865506462786,,2.327759782894161,93.0,2840905,,725108,,173325,,23.903335778946033,,12746123,98.8,269.2008743769536,36.0,178366,,50171,,1.3115725693780609,,3.555161348189193,98.4,8159640,,4312203,,830463,,19.258439363824014,,61282920,99.9,450.6295865994088,76.0,26548,,9406,,0.5784004008801935,,2.822453752923666,95.8,2753940,,574015,,145577,,25.361183941186205,,13756755,99.7,299.71796771171483,64.0,13510,,5413,,0.6459478842935692,,2.4958433401071494,93.0,1254940,,352015,,88662,,25.1869948723776,,5737149,98.2,274.3078651685393,35.0,25120,,0,,1.8589506401243248,,0.0,,810820,,0,,0,,0.0,,8742256,99.3,646.95152815807,54.0,13,,0,,0.12745098039215685,,0.0,,6155,,0,,0,,0.0,,9338,69.0,91.54901960784314,52.0
88,xbl/scarface272sang,xbl,495.80721366369585,93.0,4.580745728893877,98.6,257131,99.9,56133,,29001912,99.9,38476,,264326,,7195,,4734846,,962293,,20.323638825845656,,103,,779,,15802,,22309,,55941,,14135,,573.0,,1.312522332138883,92.0,148.039937521056,,148189,,15866,,11573,,22282,,2946,,9589,,58929,,6249,,37311,,77.5,,7447,99.9,2154,,6,,9607,,9432,,500,,0,,11754380,,97131608,,74613750,,46264616,,17477378,,34121680,,15690727,,10142329,,8770600,,390000,,390000,,390000,,390000,,546519,,24594332,,24390288,,199293,,100.0,,81786,,21546,,1.3513656416780953,,3.7958785853522694,98.8,3631310,,1312581,,327166,,24.9253950803798,,31707576,99.8,523.9103121230647,95.2,35932,,11001,,1.4049657869012708,,3.266248522861558,97.9,1534540,,846987,,189977,,22.42974213299614,,13997361,99.0,547.3063929618768,92.0,47413,,12337,,1.0372566178079194,,3.84315473778066,98.4,2742625,,356171,,107945,,30.307071603246754,,19958828,99.8,436.64029752789327,92.0,29820,,8248,,1.3058328954282712,,3.6154219204655673,98.0,1370160,,627058,,151776,,24.2044595555754,,11592208,99.5,507.6286565072692,92.0,73492,,0,,1.913754491953544,,0.0,,2304135,,0,,0,,0.0,,24594332,99.9,640.4440393729493,53.0,1392,,0,,0.48671328671328673,,0.0,,171610,,0,,0,,0.0,,546519,94.0,191.09055944055945,78.0
89,psn/xuxhatexmexyetx,psn,256.0053142501068,29.0,1.9762651837584269,84.0,127228,99.3,64378,,18033725,99.5,28265,,134796,,7567,,4150090,,813539,,19.602924273931407,,43,,3289,,10540,,15135,,23331,,7345,,309.0,,0.4986146110525429,29.0,70.67531342710346,,122556,,23143,,26310,,21828,,850,,8829,,28436,,3503,,10944,,69.6,,7442,99.9,3204,,44,,10703,,10425,,500,,0,,15309790,,65323084,,74613750,,28063578,,9645218,,27977556,,16492707,,8232450,,8300200,,390000,,390000,,390000,,390000,,430685,,1682230,,1503102,,174593,,100.0,,28914,,16087,,0.41585525464194795,,1.7973518990489215,84.0,4171765,,863861,,190310,,22.03016457508789,,14778927,99.0,212.55773849760533,19.0,50425,,25635,,0.6722347389049607,,1.9670372537546323,88.0,4500685,,1638035,,308649,,18.842637672577204,,21007132,99.5,280.05401874391754,26.0,17942,,8774,,0.32496558719119034,,2.0449054023250515,88.0,3312740,,556640,,126156,,22.66384018396091,,10924346,99.5,197.86180540462217,27.0,24457,,12254,,0.4906708931867426,,1.995838093683695,87.0,2990640,,817613,,168660,,20.628341281266323,,11482598,99.5,230.37071663590402,22.0,4355,,0,,1.3799112801013942,,0.0,,189375,,0,,0,,0.0,,1682230,94.0,533.0259822560203,42.0,1224,,0,,0.5080946450809465,,0.0,,144585,,0,,0,,0.0,,430685,93.0,178.7816521378165,76.0
90,psn/alazzawi-ahmed,psn,605.4158104086438,98.3,4.136168536005291,98.2,293912,99.9,71059,,34788269,99.9,62433,,304632,,10720,,7276217,,1150289,,15.808888052679023,,106,,1204,,23695,,37085,,58571,,28174,,570.0,,1.6918622388772802,97.4,200.25367687268667,,499970,,30383,,28190,,63796,,7983,,6753,,54491,,6171,,53194,,79.3,,7442,99.9,1902,,44,,9404,,9281,,500,,0,,10423300,,105173440,,74613750,,55733248,,29267432,,20795130,,18850692,,16766458,,6048800,,390000,,390000,,390000,,390000,,10217046,,17081000,,16942004,,134970,,100.0,,66795,,21517,,1.6340085131366506,,3.104289631454199,97.6,2452710,,1411992,,302451,,21.420163853619567,,22983250,99.6,562.2400802387592,97.2,46410,,14624,,1.720418149466192,,3.173550328227571,97.7,1618560,,1236983,,213862,,17.289000738086134,,18170358,99.4,673.5749555160143,98.4,86708,,22738,,1.6494759069378127,,3.8133520978098336,98.3,3154055,,1087551,,278207,,25.58105321037818,,32590390,99.9,619.9781231571138,98.7,19471,,6712,,1.6378701211305517,,2.9009237187127535,96.1,713335,,339984,,110380,,32.466233705115535,,6906127,98.6,580.9326211305519,96.8,53065,,0,,2.4616133970404044,,0.0,,1293425,,0,,0,,0.0,,17081000,99.8,792.3644291877348,63.0,28961,,0,,1.458771974008966,,0.0,,1191215,,0,,0,,0.0,,10217046,99.7,514.6348662670629,96.2
91,origin/ak_excalibur,origin,220.42944268534262,19.0,1.3194200826315745,60.0,158717,99.5,120293,,23161553,99.7,43977,,168575,,9858,,6005120,,1014519,,16.894233587338807,,23,,3476,,17554,,25004,,41230,,18335,,381.0,,0.4951318806445072,29.0,72.25453666297516,,262271,,33955,,35061,,35039,,2360,,12948,,52472,,3623,,8324,,51.0,,7442,99.9,7134,,30,,14609,,14193,,500,,0,,19233350,,70659760,,74613750,,35208784,,12583245,,23256526,,17977348,,10686713,,9902800,,390000,,390000,,390000,,390000,,4754,,966762,,664605,,293336,,100.0,,40986,,31627,,0.43343450259620775,,1.295918044708635,64.0,5673705,,1753219,,294166,,16.778622636419065,,17854192,99.3,188.81137043812987,14.0,43530,,33384,,0.5500448577818775,,1.3039180445722502,66.0,4748360,,1851871,,283961,,15.333735449175457,,18235252,99.4,230.4205511820973,15.0,28062,,22043,,0.4386538070748597,,1.273057206369369,64.0,3838435,,497093,,115710,,23.277334422331435,,12859604,99.7,201.0161161740109,28.0,45728,,32555,,0.552203840115928,,1.4046383044079251,68.0,4968645,,1895345,,319891,,16.8777188321915,,17026124,99.7,205.60468542446566,16.0,1038,,0,,21.183673469387756,,0.0,,2955,,0,,0,,0.0,,966762,90.0,19729.836734693876,98.9,1,,0,,0.05,,0.0,,1250,,0,,0,,0.0,,4754,62.0,237.7,84.0
92,psn/abo_eyad_-_,psn,535.6434231378764,95.9,3.9560793742051255,98.0,227075,99.8,57399,,24883648,99.8,41750,,235008,,7933,,7856423,,908198,,11.559942737299151,,174,,2850,,20585,,28691,,31620,,12866,,449.0,,1.2852331899479286,92.0,140.84020828616707,,618831,,50428,,45773,,68019,,14940,,7419,,34581,,4867,,44672,,76.5,,7428,99.9,2256,,26,,9711,,9509,,500,,0,,10600825,,94637480,,74613750,,40475444,,24177240,,31114332,,17475878,,15207788,,5190600,,390000,,390000,,390000,,390000,,18499914,,4482514,,4279917,,198370,,100.0,,37320,,12145,,1.2105877773452705,,3.0728694936187733,97.5,1849680,,755004,,161908,,21.444654597856434,,15970154,99.2,518.0405475541716,94.0,96196,,29296,,1.32869238525394,,3.283588203167668,97.9,4343990,,2416893,,451645,,18.687008485688033,,43493380,99.9,600.7455904087074,96.2,7108,,2664,,0.9557617318811349,,2.6681681681681684,95.0,446275,,74460,,18240,,24.496373892022564,,3253358,96.6,437.4556945004706,92.0,27295,,7994,,1.3248070669320002,,3.4144358268701525,97.7,1236195,,490523,,118698,,24.198253700641967,,10781670,99.4,523.3058292481677,94.0,11843,,0,,1.4695371634197791,,0.0,,483580,,0,,0,,0.0,,4482514,98.2,556.2121851346321,45.0,48841,,0,,1.3076222858825735,,0.0,,2241105,,0,,0,,0.0,,18499914,99.9,495.2990281384702,95.9
93,psn/buzzer_k20,psn,254.82003571092943,29.0,0.62785677063947,15.0,59038,97.2,94031,,7308427,97.2,15851,,61367,,2329,,4462398,,373904,,8.378992640279957,,14,,3324,,5846,,7327,,6880,,8195,,356.0,,0.24122446811553344,5.0,29.861638535116427,,833067,,56444,,25268,,137898,,68269,,11772,,43051,,1305,,39398,,57.4,,7426,99.9,5489,,23,,12951,,12550,,500,,0,,14684625,,62365420,,74613750,,11622671,,21497090,,29696808,,9734759,,14000988,,11047600,,390000,,390000,,390000,,390000,,65614,,10031277,,1477089,,8371694,,100.0,,3104,,5572,,0.23810984964713103,,0.5570710696338838,14.0,782200,,207833,,18518,,8.910038348096789,,2719404,92.0,208.60724148511812,18.0,27771,,46667,,0.24103213935443554,,0.5950886065099535,19.0,6913020,,1761551,,159712,,9.066555552464845,,32076642,99.8,278.401989289775,25.0,3019,,6620,,0.17311772464017433,,0.45604229607250757,12.0,1046370,,125879,,10919,,8.674203004472549,,3633692,97.1,208.36584666551983,31.0,24048,,33501,,0.25467561900324065,,0.7178293185278052,24.0,5665615,,2053255,,172847,,8.418194525278155,,22972988,99.9,243.29091563764217,26.0,7978,,0,,2.258137560147184,,0.0,,211980,,0,,0,,0.0,,10031277,99.5,2839.308519671667,88.0,30,,0,,0.027522935779816515,,0.0,,65440,,0,,0,,0.0,,65614,83.0,60.19633027522936,35.0
94,xbl/the truflander,xbl,613.613782765026,98.4,3.5239628317994605,97.2,317428,99.9,90077,,36097114,99.9,56859,,328781,,11353,,5336102,,1454539,,27.258455704182566,,62,,1194,,28902,,43228,,58076,,20348,,295.0,,1.724083991440086,97.6,196.0584963663817,,161469,,32338,,34994,,70396,,2241,,6740,,75928,,4613,,48720,,71.4,,7422,99.9,2964,,8,,10393,,9962,,500,,0,,11046880,,112974888,,74613750,,47986144,,23769510,,42266520,,19944760,,16501588,,3366000,,390000,,390000,,390000,,390000,,595,,269201,,123741,,142108,,100.0,,138662,,37727,,1.8257251576715954,,3.6754048824449335,98.7,4556945,,2283004,,666270,,29.18391732997402,,48114136,99.9,633.505852611621,98.8,60235,,17952,,1.7689122518501117,,3.3553364527629235,98.1,2043135,,1462330,,308672,,21.108231384160895,,21703588,99.6,637.3660284271115,97.6,47522,,14167,,1.3881115817146195,,3.354415190230818,97.6,2054120,,373383,,123032,,32.950616391212236,,18220962,99.8,532.231984810866,97.4,70726,,19495,,1.7754738295468808,,3.627904590920749,98.0,2390120,,1214925,,354332,,29.16492787620635,,25668534,99.9,644.371381950546,98.2,196,,0,,9.8,,0.0,,1245,,0,,0,,0.0,,269201,77.0,13460.05,98.1,0,,0,,0.0,,0.0,,1315,,0,,0,,0.0,,595,32.0,28.333333333333332,14.0
