,player_id,platform,scorePerMinute_value,scorePerMinute_percentile,kdRatio_value,kdRatio_percentile,kills_value,kills_percentile,deaths_value,deaths_percentile,damage_value,damage_percentile,assists_value,assists_percentile,killsAggregated_value,killsAggregated_percentile,assistsAsKills_value,assistsAsKills_percentile,shotsTaken_value,shotsTaken_percentile,shotsHit_value,shotsHit_percentile,shotsAccuracy_value,shotsAccuracy_percentile,killStreak_value,killStreak_percentile,dogtagsTaken_value,dogtagsTaken_percentile,avengerKills_value,avengerKills_percentile,saviorKills_value,saviorKills_percentile,headshots_value,headshots_percentile,suppressionAssists_value,suppressionAssists_percentile,longestHeadshot_value,longestHeadshot_percentile,killsPerMinute_value,killsPerMinute_percentile,damagePerMinute_value,damagePerMinute_percentile,heals_value,heals_percentile,revives_value,revives_percentile,revivesRecieved_value,revivesRecieved_percentile,resupplies_value,resupplies_percentile,repairs_value,repairs_percentile,aceSquad_value,aceSquad_percentile,squadSpawns_value,squadSpawns_percentile,squadWipes_value,squadWipes_percentile,ordersCompleted_value,ordersCompleted_percentile,wlPercentage_value,wlPercentage_percentile,wins_value,wins_percentile,losses_value,losses_percentile,draws_value,draws_percentile,rounds_value,rounds_percentile,roundsPlayed_value,roundsPlayed_percentile,rank_value,rank_percentile,rankScore_value,rankScore_percentile,timePlayed_value,timePlayed_percentile,scoreRound_value,scoreRound_percentile,scoreGeneral_value,scoreGeneral_percentile,scoreCombat_value,scoreCombat_percentile,scoreDefensive_value,scoreDefensive_percentile,scoreObjective_value,scoreObjective_percentile,scoreBonus_value,scoreBonus_percentile,scoreSquad_value,scoreSquad_percentile,scoreAward_value,scoreAward_percentile,scoreAssault_value,scoreAssault_percentile,scoreMedic_value,scoreMedic_percentile,scoreSupport_value,scoreSupport_percentile,scoreRecon_value,scoreRecon_percentile,scoreAir_value,scoreAir_percentile,scoreLand_value,scoreLand_percentile,scoreTanks_value,scoreTanks_percentile,scoreTransports_value,scoreTransports_percentile,rankProgression_value,rankProgression_percentile,Assault_kills_value,Assault_kills_percentile,Assault_deaths_value,Assault_deaths_percentile,Assault_killsPerMinute_value,Assault_killsPerMinute_percentile,Assault_kdRatio_value,Assault_kdRatio_percentile,Assault_timePlayed_value,Assault_timePlayed_percentile,Assault_shotsFired_value,Assault_shotsFired_percentile,Assault_shotsHit_value,Assault_shotsHit_percentile,Assault_shotsAccuracy_value,Assault_shotsAccuracy_percentile,Assault_score_value,Assault_score_percentile,Assault_scorePerMinute_value,Assault_scorePerMinute_percentile,Medic_kills_value,Medic_kills_percentile,Medic_deaths_value,Medic_deaths_percentile,Medic_killsPerMinute_value,Medic_killsPerMinute_percentile,Medic_kdRatio_value,Medic_kdRatio_percentile,Medic_timePlayed_value,Medic_timePlayed_percentile,Medic_shotsFired_value,Medic_shotsFired_percentile,Medic_shotsHit_value,Medic_shotsHit_percentile,Medic_shotsAccuracy_value,Medic_shotsAccuracy_percentile,Medic_score_value,Medic_score_percentile,Medic_scorePerMinute_value,Medic_scorePerMinute_percentile,Recon_kills_value,Recon_kills_percentile,Recon_deaths_value,Recon_deaths_percentile,Recon_killsPerMinute_value,Recon_killsPerMinute_percentile,Recon_kdRatio_value,Recon_kdRatio_percentile,Recon_timePlayed_value,Recon_timePlayed_percentile,Recon_shotsFired_value,Recon_shotsFired_percentile,Recon_shotsHit_value,Recon_shotsHit_percentile,Recon_shotsAccuracy_value,Recon_shotsAccuracy_percentile,Recon_score_value,Recon_score_percentile,Recon_scorePerMinute_value,Recon_scorePerMinute_percentile,Support_kills_value,Support_kills_percentile,Support_deaths_value,Support_deaths_percentile,Support_killsPerMinute_value,Support_killsPerMinute_percentile,Support_kdRatio_value,Support_kdRatio_percentile,Support_timePlayed_value,Support_timePlayed_percentile,Support_shotsFired_value,Support_shotsFired_percentile,Support_shotsHit_value,Support_shotsHit_percentile,Support_shotsAccuracy_value,Support_shotsAccuracy_percentile,Support_score_value,Support_score_percentile,Support_scorePerMinute_value,Support_scorePerMinute_percentile,Tanker_kills_value,Tanker_kills_percentile,Tanker_deaths_value,Tanker_deaths_percentile,Tanker_killsPerMinute_value,Tanker_killsPerMinute_percentile,Tanker_kdRatio_value,Tanker_kdRatio_percentile,Tanker_timePlayed_value,Tanker_timePlayed_percentile,Tanker_shotsFired_value,Tanker_shotsFired_percentile,Tanker_shotsHit_value,Tanker_shotsHit_percentile,Tanker_shotsAccuracy_value,Tanker_shotsAccuracy_percentile,Tanker_score_value,Tanker_score_percentile,Tanker_scorePerMinute_value,Tanker_scorePerMinute_percentile,Pilot_kills_value,Pilot_kills_percentile,Pilot_deaths_value,Pilot_deaths_percentile,Pilot_killsPerMinute_value,Pilot_killsPerMinute_percentile,Pilot_kdRatio_value,Pilot_kdRatio_percentile,Pilot_timePlayed_value,Pilot_timePlayed_percentile,Pilot_shotsFired_value,Pilot_shotsFired_percentile,Pilot_shotsHit_value,Pilot_shotsHit_percentile,Pilot_shotsAccuracy_value,Pilot_shotsAccuracy_percentile,Pilot_score_value,Pilot_score_percentile,Pilot_scorePerMinute_value,Pilot_scorePerMinute_percentile
47,origin/omgwhiskey,origin,322.3468697389745,52.0,1.7109661566745331,77.0,193577,99.7,113139,,24521573,99.8,42312,,200931,,7354,,6200540,,983638,,15.86374735103717,,35,,19206,,20092,,25769,,33058,,14993,,390.0,,1.015240912356887,81.0,128.60672572126856,,462062,,40514,,26525,,130494,,5299,,13351,,64390,,3569,,22887,,48.2,,7574,99.9,8111,,38,,15739,,15133,,495,,0,,11440260,,61462200,,73285936,,32667800,,16454514,,12709131,,8800829,,12335167,,8941400,,390000,,390000,,390000,,390000,,323781,,1149560,,976081,,169535,,99.71723581937239,,38330,,25425,,0.8062344874006142,,1.5075712881022616,74.0,2852560,,1427392,,233274,,16.34267251042461,,13938880,98.9,293.1908628160364,44.0,56832,,29700,,1.2494668572056722,,1.9135353535353536,87.0,2729155,,2371244,,300512,,12.673179141412694,,16276980,99.3,357.8537979553699,49.0,33519,,18675,,0.9560740466071479,,1.794859437751004,83.0,2103545,,366853,,78336,,21.35351216972466,,11074972,99.5,315.89526227216976,69.0,61929,,36936,,1.0726422447388932,,1.6766569200779726,79.0,3464120,,1770067,,356800,,20.15742906906914,,18315128,99.8,317.2274703386161,50.0,1841,,0,,0.7222440172616712,,0.0,,152980,,0,,0,,0.0,,1149560,92.0,450.9846998823068,29.0,614,,0,,0.26718885987815494,,0.0,,137900,,0,,0,,0.0,,323781,91.0,140.89686684073106,68.0
48,xbl/gotoheaven420,xbl,528.6613149661679,95.5,3.6110346002584017,97.4,254336,99.9,70433,,29378298,99.9,46133,,263871,,9535,,5563968,,1115601,,20.050456796300768,,89,,1744,,21493,,29838,,60832,,15746,,460.0,,1.5420658210656513,96.2,178.12369946402154,,240107,,25234,,20583,,33675,,8060,,7744,,61569,,5427,,28924,,69.8,,7574,99.9,3267,,11,,10853,,10357,,500,,0,,9895950,,87193168,,74613750,,41230648,,16993836,,29739176,,13892850,,11175010,,7437600,,390000,,390000,,390000,,390000,,2386598,,11438192,,11373445,,62842,,100.0,,105976,,32993,,1.5814480988479676,,3.2120752886976027,97.9,4020755,,2327512,,533292,,22.912534930002508,,36453464,99.8,543.9841222467618,96.4,65237,,22082,,1.6516950654480087,,2.9543066751200073,97.0,2369840,,1634847,,320975,,19.633335718877667,,23623852,99.6,598.1176291870269,96.1,16223,,5913,,1.117825397919107,,2.743615761880602,95.4,870800,,113043,,35780,,31.651672372460038,,6590614,98.8,454.1179632054021,93.0,21802,,6782,,1.472610604525498,,3.2146859333529934,97.2,888315,,565524,,117329,,20.746953268119476,,7898132,98.9,533.4773387369132,94.0,37640,,0,,1.652254071375269,,0.0,,1366895,,0,,0,,0.0,,11438192,99.6,502.0934989684386,38.0,8528,,0,,1.3489402087946851,,0.0,,379345,,0,,0,,0.0,,2386598,98.2,377.50680164504905,93.0
49,psn/zz_patubody_zz,psn,382.3673692697535,72.0,4.252976190476191,98.3,280084,99.9,65856,,31884502,99.9,42401,,288021,,7937,,18326947,,1059204,,5.779489622575981,,74,,205,,13864,,18768,,13884,,18152,,688.0,,1.00813464639484,80.0,114.76511028564846,,233479,,16053,,13558,,24578,,1064,,13041,,34576,,5047,,25578,,52.7,,7568,99.9,6787,,5,,14369,,14059,,500,,0,,16669490,,106230832,,74613750,,74259088,,13597578,,19274102,,14773479,,6874164,,7910200,,390000,,390000,,390000,,390000,,64083788,,16106130,,15995657,,107615,,100.0,,28236,,18713,,0.7881866904868244,,1.5088975578474857,74.0,2149455,,860248,,154487,,17.95842594228641,,11950720,98.6,333.5953550692273,57.0,17105,,16576,,0.593964858670741,,1.03191361003861,51.0,1727885,,827652,,105797,,12.782787935025834,,9516832,98.3,330.4685047572748,41.0,5898,,4068,,0.5807404489956676,,1.4498525073746313,72.0,609370,,77246,,16906,,21.88592289568392,,2770127,95.9,272.7576801890508,55.0,6980,,4593,,0.8303592671901023,,1.5197038972349226,73.0,504390,,209391,,39319,,18.777788921204827,,2922614,95.4,347.68189388532,60.0,48293,,0,,1.2207224286544829,,0.0,,2373710,,0,,0,,0.0,,16106130,99.8,407.12140744672786,21.0,173555,,0,,1.119146494022363,,0.0,,9304680,,0,,0,,0.0,,64083788,99.9,413.2358426082358,94.0
50,origin/nut-blade,origin,505.6622775516719,93.0,2.122833016719215,87.0,213436,99.8,100543,,24211198,99.8,32714,,219973,,6536,,3376926,,919250,,27.221502632867878,,31,,12124,,15615,,21025,,29928,,7892,,291.0,,0.8516319527571622,69.0,96.60521107653021,,263403,,34457,,33709,,68573,,3927,,8943,,102325,,4308,,83165,,67.5,,7565,99.9,3639,,4,,11208,,10909,,500,,0,,15037205,,126729080,,74613750,,33452216,,21644148,,72168480,,19333928,,19773292,,10829800,,390000,,390000,,390000,,390000,,1383,,4357964,,512144,,3785392,,100.0,,98566,,46467,,0.8500733074601121,,2.121204295521553,90.0,6957025,,1436509,,413807,,28.80643281733703,,57497500,99.9,495.8818456231134,92.0,41604,,21525,,0.8808061989245035,,1.932822299651568,87.0,2834070,,905973,,215840,,23.824109548518553,,25476006,99.7,539.357369691324,91.0,35684,,14113,,0.8006461890551729,,2.5284489477786436,94.0,2674190,,306153,,97906,,31.97943511904179,,21794282,99.9,489.0009199219188,95.8,37398,,17739,,0.8752574424265119,,2.10823608997125,89.0,2563690,,726199,,190217,,26.1935089417639,,22613826,99.8,529.2507489234226,94.0,1934,,0,,16.116666666666667,,0.0,,7240,,0,,0,,0.0,,4357964,98.1,36316.36666666667,99.6,0,,0,,0.0,,0.0,,990,,0,,0,,0.0,,1383,45.0,86.4375,50.0
51,psn/acdcfan_,psn,417.55007410114297,80.0,1.8672056476206542,82.0,143885,99.4,77059,,17367874,99.4,27623,,149127,,5241,,3436305,,717460,,20.87882187407695,,45,,797,,13349,,17872,,26287,,7750,,403.0,,0.9737025532749999,78.0,117.53235749910334,,67489,,18694,,29185,,14061,,615,,6841,,69188,,3054,,38800,,61.7,,7565,99.9,4658,,31,,12254,,11724,,415,,0,,8866290,,61701792,,54358216,,22943874,,11612510,,27319652,,9188832,,10450338,,2386200,,390000,,390000,,390000,,390000,,1966,,208981,,100312,,106142,,99.7293239704068,,76867,,38748,,1.0066527848714624,,1.983766904098276,88.0,4581575,,1763719,,393240,,22.296068704822027,,32631780,99.8,427.34687463167404,82.0,41545,,23115,,1.0090350472396958,,1.7973177590309324,84.0,2470400,,1232861,,211516,,17.156516428048256,,18313556,99.4,444.79527845918443,75.0,6694,,3556,,0.6582104228121928,,1.8824521934758156,85.0,610220,,64822,,16900,,26.07139551386875,,2692853,95.7,264.78397246804326,52.0,18493,,10152,,0.9367338668827879,,1.8216115051221433,83.0,1184555,,366009,,94378,,25.785704723107898,,7994978,98.9,404.9730523756458,76.0,217,,0,,0.7508650519031141,,0.0,,17365,,0,,0,,0.0,,208981,73.0,723.1176470588235,59.0,2,,0,,0.05555555555555555,,0.0,,2175,,0,,0,,0.0,,1966,50.0,54.611111111111114,32.0
52,psn/dr_surinator,psn,691.1446881887005,99.2,6.2952624393644525,99.2,433454,99.9,68854,,48193083,99.9,82202,,450797,,17343,,7950382,,2081933,,26.186578204669914,,82,,1040,,46772,,71803,,59537,,21339,,176.0,,1.9984600772727692,98.5,222.19647846413454,,1155655,,52777,,66010,,172185,,12,,7124,,90722,,8040,,88270,,75.0,,7563,99.9,2494,,31,,10095,,9527,,500,,0,,13013670,,149905136,,74613750,,62590136,,31041072,,58053856,,19997228,,22779388,,8046000,,390000,,390000,,390000,,390000,,865,,2668202,,2569645,,96415,,100.0,,83744,,12994,,1.8130331240528252,,6.4448206864706785,99.8,2771435,,1554631,,395617,,25.447646418989457,,29626604,99.8,641.4073176012124,98.9,272413,,42168,,2.0128047879414805,,6.46018307721495,99.7,8120455,,5732466,,1383862,,24.140779901703734,,97079496,99.9,717.3008423230383,98.9,8495,,1479,,1.9978833490122296,,5.743745774171738,99.5,255175,,120292,,33238,,27.631097662354936,,2939457,96.2,691.3116180620884,99.1,61692,,11411,,2.3176797655721693,,5.406362282008589,99.3,1597125,,440131,,246571,,56.02218430421851,,19014900,99.8,714.3624614922234,98.8,7716,,0,,1.7261744966442953,,0.0,,268255,,0,,0,,0.0,,2668202,96.6,596.9131991051454,50.0,1,,0,,0.05,,0.0,,1225,,0,,0,,0.0,,865,38.0,43.25,24.0
53,origin/kektron,origin,614.9634336026244,98.5,4.051193480050195,98.1,300238,99.9,74111,,36881185,99.9,61075,,312028,,11790,,6496158,,1234067,,18.99687476813218,,79,,1106,,24249,,37343,,58096,,26580,,527.0,,1.4151356039253025,94.0,173.83501758090514,,369448,,26442,,18963,,121197,,6395,,7625,,74741,,4938,,79482,,76.9,,7562,99.9,2242,,34,,9838,,9788,,500,,0,,12729720,,130471872,,74613750,,56053684,,30011432,,45676116,,20412664,,19245180,,7261600,,390000,,390000,,390000,,390000,,4483416,,20423992,,20052620,,362686,,100.0,,142781,,38524,,1.5183168685332682,,3.706286989928356,98.7,5642395,,1929635,,555285,,28.776685746268075,,59163400,99.9,629.136847478174,98.8,19843,,6646,,1.3474806464756213,,2.985705687631658,97.1,883590,,653647,,128219,,19.615939490275334,,9701757,98.3,658.8182126850469,98.1,35043,,7844,,1.214157023075324,,4.467491075981642,99.0,1731775,,354668,,97094,,27.376024902162023,,19232362,99.8,666.3558311967292,99.0,41393,,13174,,1.341185237987234,,3.1420221648701987,97.0,1851800,,1379239,,266439,,19.31782671458681,,20098664,99.8,651.2219810128634,98.2,50951,,0,,1.6464486524914368,,0.0,,1856785,,0,,0,,0.0,,20423992,99.8,659.9881083177147,55.0,13018,,0,,1.0232667819525232,,0.0,,763375,,0,,0,,0.0,,4483416,99.1,352.41440025153275,92.0
54,origin/path83,origin,256.841899896049,30.0,3.1819189436653654,96.4,198084,99.7,62253,,24417751,99.8,33659,,203974,,5890,,10028935,,825115,,8.227344179616281,,71,,3365,,10718,,14207,,24958,,19274,,469.0,,0.6038428357603821,42.0,74.43551224092258,,81263,,5484,,6279,,49412,,11950,,11689,,41084,,3752,,62638,,48.3,,7560,99.9,8084,,18,,15672,,15179,,500,,0,,19682390,,84254160,,74613750,,43350556,,19844116,,21555140,,12678556,,13053685,,9625200,,390000,,390000,,390000,,390000,,4215151,,31466012,,29412680,,2000298,,100.0,,35944,,18536,,0.4473428749222153,,1.939145446698317,87.0,4821030,,1492624,,169473,,11.35403155784712,,19184082,99.4,238.75646546359675,26.0,9081,,5420,,0.47759545597980435,,1.675461254612546,81.0,1140865,,478052,,48520,,10.149523482801035,,4741599,96.0,249.37409277374567,18.0,22721,,9180,,0.43767457091672607,,2.4750544662309366,93.0,3114825,,591803,,63037,,10.651686456472847,,10655022,99.5,205.24766436152794,30.0,45215,,17776,,0.6357564679415073,,2.543598109810981,94.0,4267205,,3154022,,251254,,7.9661460826842685,,19049018,99.8,267.843335208099,33.0,84307,,0,,1.0288744340440072,,0.0,,4916470,,0,,0,,0.0,,31466012,99.9,384.0081522070758,17.0,10492,,0,,0.44271910207181736,,0.0,,1421995,,0,,0,,0.0,,4215151,99.0,177.8619772986202,75.0
55,psn/walleyed--,psn,586.9955237242614,97.9,3.8370406567630964,97.8,392606,99.9,102320,,44362345,99.9,65702,,407585,,14979,,7791052,,1822987,,23.398470450460348,,62,,7801,,39051,,55486,,75186,,18598,,279.0,,2.510589589461568,99.1,283.68298375751374,,651682,,39881,,35075,,51423,,1412,,7800,,70408,,7661,,14100,,67.4,,7559,99.9,3635,,22,,11219,,10514,,500,,0,,9382805,,91794360,,74613750,,58159896,,19155260,,15050890,,14356697,,12630754,,4962000,,390000,,390000,,390000,,390000,,55392,,98640,,42531,,54647,,100.0,,118461,,31719,,2.2390844138661024,,3.734701598411047,98.8,3174380,,2096825,,541676,,25.833152504381623,,28392308,99.7,536.6557290288437,96.0,235345,,57287,,2.800925925925926,,4.1081746294970936,99.0,5041440,,4992375,,1128506,,22.604592002804278,,53928168,99.9,641.8186232504999,97.7,16633,,5931,,1.7900344382264313,,2.804417467543416,95.8,557555,,115767,,36825,,31.809583041799478,,4459698,97.8,479.95027981058973,95.4,21904,,6561,,2.1961098857028274,,3.338515470202713,97.5,598470,,569097,,114464,,20.113267158322746,,5238700,97.9,525.2356125927412,94.0,165,,0,,2.462686567164179,,0.0,,4065,,0,,0,,0.0,,98640,61.0,1472.2388059701493,79.0,162,,0,,1.4210526315789473,,0.0,,6895,,0,,0,,0.0,,55392,82.0,485.89473684210526,95.8
56,psn/pattraevo,psn,223.47973943327622,19.0,1.1141523039220629,48.0,110476,99.0,99157,,14368870,99.2,21918,,113850,,3373,,6581328,,631070,,9.588794237272477,,52,,860,,6640,,9018,,13673,,9625,,755.0,,0.32578507668670953,11.0,42.372672932142365,,67988,,7978,,9184,,57437,,27569,,11343,,86606,,1762,,40696,,50.4,,7557,99.9,7419,,30,,15007,,14676,,500,,0,,20346425,,75783544,,74613750,,21718784,,22207782,,32819828,,11034969,,10819486,,7754400,,390000,,390000,,390000,,390000,,240255,,15832757,,11228440,,4505567,,100.0,,15106,,14411,,0.3879201869494877,,1.0482270487821803,48.0,2336490,,530206,,77970,,14.705604991267546,,9390512,98.0,241.14717136180374,27.0,9054,,8983,,0.429058856980381,,1.0079038183234998,49.0,1266120,,373327,,57531,,15.410350711306709,,5960442,96.9,282.4586295137902,26.0,37144,,39882,,0.24771088836871202,,0.9313474750514016,43.0,8996980,,1074413,,141141,,13.136568526255733,,31694552,99.9,211.36887875210905,32.0,30349,,28451,,0.3722890088321884,,1.0667111876559698,48.0,4891255,,1925814,,214835,,11.155542539414503,,18663200,99.8,228.94013738959765,22.0,24874,,0,,0.6103599734988835,,0.0,,2445185,,0,,0,,0.0,,15832757,99.8,388.5053124923318,18.0,253,,0,,0.036993712531071796,,0.0,,410395,,0,,0,,0.0,,240255,90.0,35.1301359847931,19.0
57,xbl/canetonchiot615,xbl,406.2299617287959,78.0,2.151872649528618,88.0,167080,99.6,77644,,23920655,99.8,29955,,173693,,6613,,5221420,,976577,,18.703283781040405,,43,,642,,11454,,17552,,40198,,11651,,294.0,,0.8218962446995858,66.0,117.66995759668644,,109722,,11421,,13936,,34305,,4742,,9312,,42931,,3746,,47858,,60.5,,7552,99.9,4791,,134,,12487,,12287,,500,,0,,12197180,,82580864,,74613750,,35164004,,14812658,,33014876,,16835380,,10780467,,10342400,,390000,,390000,,390000,,390000,,162705,,6179548,,4675029,,1464862,,100.0,,90268,,40176,,0.9765564991615729,,2.2468140183193945,92.0,5546125,,2100948,,467615,,22.257333356180162,,40851872,99.9,441.95242061989507,85.0,21028,,11288,,0.8289183222958058,,1.862863217576187,86.0,1522080,,707777,,135161,,19.096551597466433,,11107996,98.6,437.8743298643961,73.0,21429,,11034,,0.7420013850415512,,1.9420880913539968,86.0,1732820,,393657,,90470,,22.981936050927583,,10247379,99.5,354.82614265927975,79.0,26659,,13019,,0.5363336418138656,,2.047699516091866,88.0,2982395,,1177841,,244720,,20.7769979139799,,15521062,99.7,312.2573130004426,48.0,10805,,0,,1.8495378295104417,,0.0,,350545,,0,,0,,0.0,,6179548,98.9,1057.7795275590552,71.0,219,,0,,0.20797720797720798,,0.0,,63215,,0,,0,,0.0,,162705,88.0,154.51566951566952,71.0
58,origin/4epmet,origin,596.6634085213033,98.1,2.356594728014936,91.0,297883,99.9,126404,,31524654,99.9,42929,,306569,,8684,,5582739,,1216206,,21.78511300635763,,80,,7340,,30471,,41198,,50234,,10865,,353.0,,1.5553623642439431,96.4,164.60241228070174,,890397,,53501,,52269,,72048,,2924,,8255,,62149,,6257,,59324,,70.1,,7542,99.9,3209,,15,,10767,,10495,,500,,0,,11491250,,114272976,,74613750,,43666000,,26764778,,44927588,,18578804,,18322610,,8532600,,390000,,390000,,390000,,390000,,883720,,2156070,,1972687,,179187,,100.0,,95285,,36289,,1.5984197812520968,,2.6257268042657556,95.6,3576720,,1766249,,417358,,23.6296241356683,,34663352,99.8,581.4827887002617,97.8,146633,,60959,,1.634230880681185,,2.4054364408864974,94.0,5383565,,3089366,,607765,,19.672806653533442,,59676884,99.9,665.1013530080468,98.2,14330,,11183,,0.8711246200607903,,1.2814092819458105,64.0,987030,,94226,,27242,,28.911340818882262,,7261364,99.0,441.42030395136777,92.0,34244,,15599,,1.7572740801560014,,2.195268927495352,90.0,1169270,,499963,,145471,,29.09635313013163,,11047557,99.4,566.9193308359419,96.4,6266,,0,,1.9465672569120844,,0.0,,193145,,0,,0,,0.0,,2156070,95.7,669.7949673811743,56.0,2979,,0,,0.9847933884297521,,0.0,,181520,,0,,0,,0.0,,883720,95.8,292.1388429752066,88.0
59,psn/confit_de_porc,psn,524.0450156291366,95.2,3.020312870750144,95.8,356409,99.9,118004,,40365658,99.9,54816,,368129,,11720,,6823977,,1769952,,25.937250374671546,,53,,294,,27815,,40935,,57596,,11937,,546.0,,1.6553833434740808,97.2,187.48302624673136,,32667,,19288,,34535,,15129,,65,,8784,,81389,,7568,,51385,,66.0,,7541,99.9,3878,,4,,11423,,11224,,500,,0,,12918205,,112828464,,74613750,,54113624,,18958940,,40785500,,17642480,,14197719,,8820600,,390000,,390000,,390000,,390000,,556326,,272866,,103957,,164216,,100.0,,332289,,108218,,1.710088466427531,,3.0705520338575836,97.5,11658695,,6430063,,1667820,,25.93784850941585,,104990496,99.9,540.3219375125443,96.2,6240,,2553,,1.4565826330532212,,2.444183313748531,94.0,257060,,142213,,42970,,30.215240519502434,,2287289,91.0,533.9143323996266,91.0,11294,,4011,,1.0508979250023263,,2.8157566691598106,95.8,644820,,78929,,27952,,35.41410634874381,,3228699,96.6,300.4279333767563,64.0,4132,,1592,,1.493314058547163,,2.5954773869346734,94.0,166030,,82635,,21254,,25.720336419192837,,1391510,90.0,502.8948319479581,92.0,217,,0,,8.037037037037036,,0.0,,1650,,0,,0,,0.0,,272866,77.0,10106.148148148148,97.3,1804,,0,,0.5699842022116903,,0.0,,189950,,0,,0,,0.0,,556326,94.0,175.77440758293838,75.0
60,origin/s0ld1er,origin,392.40162114458207,74.0,3.6369690058241355,97.5,178597,99.7,49106,,21275900,99.7,34921,,185310,,6711,,5317965,,930112,,17.489998523871446,,61,,1099,,18899,,26279,,33309,,14143,,283.0,,1.003923574612561,80.0,119.59538839453847,,648876,,36150,,21127,,65193,,1196,,8179,,87049,,3159,,37743,,61.9,,7538,99.9,4534,,96,,12173,,11696,,490,,0,,10673965,,69807856,,71861584,,28206406,,17180708,,24739174,,11627054,,12620071,,10744600,,390000,,390000,,390000,,390000,,2510,,7247545,,7127204,,117550,,99.67796653662766,,45037,,13804,,0.9136591402430365,,3.2626050420168067,98.0,2957580,,1166207,,233268,,20.002280898674076,,19324104,99.4,392.0253179964701,74.0,89036,,25925,,1.0594226696175721,,3.434368370298939,98.2,5042545,,2904518,,501229,,17.256873601747348,,34229052,99.8,407.28507174983935,65.0,8797,,2168,,0.8710763441924944,,4.057656826568266,98.6,605990,,114416,,26332,,23.014263739337157,,3066339,96.4,303.62798296861075,65.0,18896,,5261,,0.9619711856641042,,3.5917126021668886,98.0,1178615,,699982,,112081,,16.011983165281393,,7353303,98.8,374.3472483836481,68.0,19871,,0,,1.3439972945552925,,0.0,,887130,,0,,0,,0.0,,7247545,99.1,490.19580656070343,36.0,0,,0,,0.0,,0.0,,2105,,0,,0,,0.0,,2510,54.0,71.71428571428571,42.0
61,psn/x_uiy_x,psn,544.5853871700751,96.4,1.1207258207182391,48.0,88692,98.5,79138,,11502271,98.7,28150,,92728,,4036,,3767121,,450657,,11.962902173835138,,22,,238,,9696,,13257,,11203,,9281,,230.0,,0.484465128474043,28.0,62.82922019751792,,700327,,66770,,41236,,136382,,59685,,6551,,49580,,1512,,109081,,75.6,,7536,99.9,2403,,34,,9972,,9788,,500,,0,,10984350,,99698336,,74613750,,16642016,,52018928,,32511470,,18763686,,34606768,,9841600,,390000,,390000,,390000,,390000,,16382,,1702032,,1043553,,640432,,100.0,,13552,,11959,,0.5882199748252962,,1.1332051174847395,54.0,1382340,,418183,,70306,,16.812256834926337,,10203898,98.3,442.89674030990926,85.0,13650,,16640,,0.4331820634064295,,0.8203125,35.0,1890700,,766831,,86663,,11.301447124594597,,16265279,99.3,516.1778109231697,88.0,47868,,38843,,0.46980537643906606,,1.2323455963751513,61.0,6113350,,1556111,,204933,,13.169561811464606,,61088384,99.9,599.5581858689358,98.5,13037,,10865,,0.4941064999052492,,1.1999079613437644,57.0,1583155,,1022026,,86174,,8.431683734073301,,12390390,99.5,469.5997725980671,88.0,1788,,0,,7.2682926829268295,,0.0,,14765,,0,,0,,0.0,,1702032,94.0,6918.829268292683,95.6,4,,0,,4.0,,0.0,,40,,0,,0,,0.0,,16382,74.0,16382.0,99.9
62,origin/antifascisttgirl,origin,391.9722538094155,74.0,1.8070690148326727,80.0,221122,99.8,122365,,25071153,99.8,40540,,229076,,7954,,5541232,,1011809,,18.25963973354662,,47,,3617,,21836,,29226,,40751,,10281,,344.0,,1.1429383670684559,87.0,129.58811276283416,,242789,,32379,,32635,,22902,,797,,9104,,65680,,4507,,36048,,60.4,,7531,99.9,4883,,48,,12462,,11780,,500,,0,,11608120,,75834088,,74613750,,33588220,,16147235,,26631560,,11335975,,12246876,,8499200,,390000,,390000,,390000,,390000,,1453628,,2795741,,2602996,,188408,,100.0,,68526,,40967,,1.074294135168608,,1.6727121829765421,80.0,3827275,,1665306,,326516,,19.60696712796327,,23380604,99.6,366.5418345430887,68.0,120966,,64974,,1.3112703385329156,,1.861760088650845,86.0,5535110,,3016947,,564349,,18.705963346389577,,41004364,99.9,444.4869323909768,75.0,11617,,6500,,0.910922920097232,,1.7872307692307692,83.0,765190,,144621,,34446,,23.818117700748854,,4469706,97.8,350.4827099505999,78.0,10367,,6055,,1.1946300991011753,,1.7121387283236995,80.0,520710,,233368,,50607,,21.68549244112303,,3126656,95.7,360.29684259045865,64.0,5775,,0,,0.644963144963145,,0.0,,537275,,0,,0,,0.0,,2795741,96.8,312.2337502792048,7.0,4104,,0,,0.5827889804032945,,0.0,,422560,,0,,0,,0.0,,1453628,97.2,206.4226072138597,80.0
