,player_id,platform,scorePerMinute_value,scorePerMinute_percentile,kdRatio_value,kdRatio_percentile,kills_value,kills_percentile,deaths_value,deaths_percentile,damage_value,damage_percentile,assists_value,assists_percentile,killsAggregated_value,killsAggregated_percentile,assistsAsKills_value,assistsAsKills_percentile,shotsTaken_value,shotsTaken_percentile,shotsHit_value,shotsHit_percentile,shotsAccuracy_value,shotsAccuracy_percentile,killStreak_value,killStreak_percentile,dogtagsTaken_value,dogtagsTaken_percentile,avengerKills_value,avengerKills_percentile,saviorKills_value,saviorKills_percentile,headshots_value,headshots_percentile,suppressionAssists_value,suppressionAssists_percentile,longestHeadshot_value,longestHeadshot_percentile,killsPerMinute_value,killsPerMinute_percentile,damagePerMinute_value,damagePerMinute_percentile,heals_value,heals_percentile,revives_value,revives_percentile,revivesRecieved_value,revivesRecieved_percentile,resupplies_value,resupplies_percentile,repairs_value,repairs_percentile,aceSquad_value,aceSquad_percentile,squadSpawns_value,squadSpawns_percentile,squadWipes_value,squadWipes_percentile,ordersCompleted_value,ordersCompleted_percentile,wlPercentage_value,wlPercentage_percentile,wins_value,wins_percentile,losses_value,losses_percentile,draws_value,draws_percentile,rounds_value,rounds_percentile,roundsPlayed_value,roundsPlayed_percentile,rank_value,rank_percentile,rankScore_value,rankScore_percentile,timePlayed_value,timePlayed_percentile,scoreRound_value,scoreRound_percentile,scoreGeneral_value,scoreGeneral_percentile,scoreCombat_value,scoreCombat_percentile,scoreDefensive_value,scoreDefensive_percentile,scoreObjective_value,scoreObjective_percentile,scoreBonus_value,scoreBonus_percentile,scoreSquad_value,scoreSquad_percentile,scoreAward_value,scoreAward_percentile,scoreAssault_value,scoreAssault_percentile,scoreMedic_value,scoreMedic_percentile,scoreSupport_value,scoreSupport_percentile,scoreRecon_value,scoreRecon_percentile,scoreAir_value,scoreAir_percentile,scoreLand_value,scoreLand_percentile,scoreTanks_value,scoreTanks_percentile,scoreTransports_value,scoreTransports_percentile,rankProgression_value,rankProgression_percentile,Assault_kills_value,Assault_kills_percentile,Assault_deaths_value,Assault_deaths_percentile,Assault_killsPerMinute_value,Assault_killsPerMinute_percentile,Assault_kdRatio_value,Assault_kdRatio_percentile,Assault_timePlayed_value,Assault_timePlayed_percentile,Assault_shotsFired_value,Assault_shotsFired_percentile,Assault_shotsHit_value,Assault_shotsHit_percentile,Assault_shotsAccuracy_value,Assault_shotsAccuracy_percentile,Assault_score_value,Assault_score_percentile,Assault_scorePerMinute_value,Assault_scorePerMinute_percentile,Medic_kills_value,Medic_kills_percentile,Medic_deaths_value,Medic_deaths_percentile,Medic_killsPerMinute_value,Medic_killsPerMinute_percentile,Medic_kdRatio_value,Medic_kdRatio_percentile,Medic_timePlayed_value,Medic_timePlayed_percentile,Medic_shotsFired_value,Medic_shotsFired_percentile,Medic_shotsHit_value,Medic_shotsHit_percentile,Medic_shotsAccuracy_value,Medic_shotsAccuracy_percentile,Medic_score_value,Medic_score_percentile,Medic_scorePerMinute_value,Medic_scorePerMinute_percentile,Pilot_kills_value,Pilot_kills_percentile,Pilot_deaths_value,Pilot_deaths_percentile,Pilot_killsPerMinute_value,Pilot_killsPerMinute_percentile,Pilot_kdRatio_value,Pilot_kdRatio_percentile,Pilot_timePlayed_value,Pilot_timePlayed_percentile,Pilot_shotsFired_value,Pilot_shotsFired_percentile,Pilot_shotsHit_value,Pilot_shotsHit_percentile,Pilot_shotsAccuracy_value,Pilot_shotsAccuracy_percentile,Pilot_score_value,Pilot_score_percentile,Pilot_scorePerMinute_value,Pilot_scorePerMinute_percentile,Recon_kills_value,Recon_kills_percentile,Recon_deaths_value,Recon_deaths_percentile,Recon_killsPerMinute_value,Recon_killsPerMinute_percentile,Recon_kdRatio_value,Recon_kdRatio_percentile,Recon_timePlayed_value,Recon_timePlayed_percentile,Recon_shotsFired_value,Recon_shotsFired_percentile,Recon_shotsHit_value,Recon_shotsHit_percentile,Recon_shotsAccuracy_value,Recon_shotsAccuracy_percentile,Recon_score_value,Recon_score_percentile,Recon_scorePerMinute_value,Recon_scorePerMinute_percentile,Support_kills_value,Support_kills_percentile,Support_deaths_value,Support_deaths_percentile,Support_killsPerMinute_value,Support_killsPerMinute_percentile,Support_kdRatio_value,Support_kdRatio_percentile,Support_timePlayed_value,Support_timePlayed_percentile,Support_shotsFired_value,Support_shotsFired_percentile,Support_shotsHit_value,Support_shotsHit_percentile,Support_shotsAccuracy_value,Support_shotsAccuracy_percentile,Support_score_value,Support_score_percentile,Support_scorePerMinute_value,Support_scorePerMinute_percentile,Tanker_kills_value,Tanker_kills_percentile,Tanker_deaths_value,Tanker_deaths_percentile,Tanker_killsPerMinute_value,Tanker_killsPerMinute_percentile,Tanker_kdRatio_value,Tanker_kdRatio_percentile,Tanker_timePlayed_value,Tanker_timePlayed_percentile,Tanker_shotsFired_value,Tanker_shotsFired_percentile,Tanker_shotsHit_value,Tanker_shotsHit_percentile,Tanker_shotsAccuracy_value,Tanker_shotsAccuracy_percentile,Tanker_score_value,Tanker_score_percentile,Tanker_scorePerMinute_value,Tanker_scorePerMinute_percentile
0,origin/ydintalvi,origin,435.5405848681097,84.0,3.935088140384564,97.9,147554,99.5,37497,,18291435,99.5,27969,,152907,,5353,,6142653,,576303,,9.381988531665389,,95,,1051,,10147,,14094,,11325,,14759,,487.0,,0.9565465424583649,77.0,118.5776658433653,,530993,,26178,,9586,,73082,,17737,,6210,,37582,,2430,,45823,,54.2,,4497,99.5,3784,,22,,8302,,8049,,500,,0,,9255430,,67185184,,74613750,,32783616,,17581892,,17121274,,10278028,,12258952,,12915800,,390000,,390000,,390000,,390000,,4101710,,31361168,,31202756,,153933,,100.0,,16181,,8831,,0.7064704855047154,,1.8322953232929453,84.0,1374270,,477184,,71123,,14.90473276555794,,8951635,97.9,390.8328239608802,74.0,13474,,9422,,0.6059270585060934,,1.4300573126724687,72.0,1334230,,660550,,69531,,10.526228143213988,,11548081,98.7,519.3182983316095,89.0,11706,,0,,0.8941338221814848,,0.0,,785550,,0,,0,,0.0,,4101710,99.0,313.29896119767795,90.0,6085,,3782,,0.49779123036649214,,1.6089370703331571,78.0,733445,,119170,,20244,,16.987496853234873,,3615454,97.1,295.76685209424085,63.0,11917,,7319,,0.6113476632637357,,1.6282278999863369,77.0,1169595,,921153,,69522,,7.547280419213746,,7467554,98.8,383.0890063099574,70.0,86908,,0,,1.3514967731902652,,0.0,,3858340,,0,,0,,0.0,,31361168,99.9,487.6940828862452,35.0
1,psn/johnnysin85,psn,399.82220502794456,76.0,1.3507273174099776,62.0,115421,99.1,85451,,13663422,99.1,27603,,120247,,4825,,4150970,,553428,,13.33249818717071,,29,,588,,12988,,17093,,22783,,8435,,346.0,,0.7973761839296447,64.0,94.39259141560335,,176158,,31502,,34824,,23993,,1824,,7600,,42467,,2464,,26601,,59.9,,4496,99.5,2991,,18,,7600,,7399,,490,,0,,8685070,,57874664,,71953352,,18200556,,13443645,,26571720,,8149130,,9199228,,6154000,,390000,,390000,,390000,,390000,,25867,,985409,,774895,,205661,,99.80525635023841,,30140,,25261,,0.6923006247703051,,1.1931435810142117,58.0,2612205,,1023953,,150405,,14.68866246790624,,15855967,99.1,364.20357864755607,67.0,67640,,45437,,0.9063500783877582,,1.4886546206835838,75.0,4477745,,2561641,,325327,,12.699945074270753,,32937878,99.8,441.35494244864594,74.0,35,,0,,0.1,,0.0,,21020,,0,,0,,0.0,,25867,77.0,73.90571428571428,43.0,7644,,7321,,0.5800136580924198,,1.0441196557847288,51.0,790795,,147376,,25315,,17.177152317880797,,4259035,97.7,323.1682980499279,71.0,8749,,6572,,0.7826281420520619,,1.331253804017042,64.0,670760,,390597,,48248,,12.35237341812661,,4147989,97.0,371.0518829949012,67.0,1409,,0,,0.7514666666666666,,0.0,,112545,,0,,0,,0.0,,985409,90.0,525.5514666666667,41.0
2,psn/abukaff76,psn,468.59384560014394,89.0,1.8986337545559702,83.0,173987,99.6,91638,,19542348,99.6,25264,,179298,,5311,,4360879,,900539,,20.650400985672842,,33,,448,,14417,,19835,,28263,,13063,,232.0,,1.3612834576053705,93.0,152.9003606888296,,95200,,15491,,17836,,18472,,1038,,6447,,43585,,3687,,16644,,64.5,,4496,99.5,2458,,20,,6978,,6730,,496,,0,,7668705,,59891448,,73516344,,25653106,,11274482,,23213418,,8777535,,5902211,,6271200,,390000,,390000,,390000,,390000,,3098,,984558,,252138,,710486,,99.6510872769786,,4314,,3200,,0.9910406616126809,,1.348125,66.0,261225,,122774,,21660,,17.64217179533126,,1618596,87.0,371.8345968297726,69.0,38024,,17985,,1.5185909980430528,,2.1142062830136226,90.0,1502370,,1218887,,198823,,16.31184843221726,,14112728,99.1,563.629857422421,93.0,0,,0,,0.0,,0.0,,995,,0,,0,,0.0,,3098,57.0,193.625,78.0,12454,,7465,,0.9571900699408193,,1.6683188211654387,80.0,780695,,62364,,24184,,38.778782631005065,,3800215,97.3,292.0770886173238,62.0,118755,,62528,,1.4032921324415664,,1.8992291453428864,85.0,5077610,,2944329,,654387,,22.22533555183541,,40158792,99.9,474.54437170609503,89.0,1964,,0,,2.5740498034076014,,0.0,,45810,,0,,0,,0.0,,984558,90.0,1290.3774574049803,76.0
3,xbl/l3thal fg,xbl,443.4054458688126,86.0,2.101078715717702,87.0,165170,99.6,78612,,18859500,99.6,31698,,171319,,6149,,4050179,,821024,,20.271301589386542,,41,,2879,,16793,,22830,,27190,,8015,,248.0,,1.2879354979570194,92.0,147.0595115560962,,243643,,22695,,25772,,27002,,604,,6333,,47705,,2976,,22541,,60.4,,4494,99.5,2934,,18,,7453,,7092,,478,,0,,7694670,,56864088,,68620640,,25173912,,12611363,,19286334,,7933361,,8709053,,6400200,,390000,,390000,,390000,,390000,,2425,,2444126,,2236529,,202572,,99.83543746703766,,87325,,44119,,1.2163103280172713,,1.9793059679503162,88.0,4307710,,2085996,,434719,,20.83987697004213,,30762750,99.8,428.4803955707222,83.0,57885,,24654,,1.535248249522597,,2.34789486493064,93.0,2262295,,1525023,,295056,,19.347642625717775,,18861084,99.4,500.24092934436663,86.0,1,,0,,0.015384615384615385,,0.0,,3950,,0,,0,,0.0,,2425,53.0,37.30769230769231,20.0,3206,,2145,,0.7053905390539054,,1.4946386946386947,74.0,272725,,44761,,10214,,22.81897187283573,,1664888,92.0,366.3119911991199,81.0,12906,,6647,,1.2062809608374614,,1.941627802015947,86.0,641950,,333831,,69747,,20.89290689001321,,4126733,97.0,385.7120291616039,71.0,5711,,0,,1.663075131042516,,0.0,,206040,,0,,0,,0.0,,2444126,96.3,711.743156668608,59.0
4,xbl/breogan89,xbl,534.5737422901019,95.9,2.90430334456107,95.3,207800,99.8,71549,,24557235,99.8,44034,,216906,,9103,,4428790,,1010964,,22.82709272735894,,46,,2582,,21252,,30432,,43519,,14056,,375.0,,1.453167177163317,95.2,171.73131792053036,,191107,,27671,,43511,,31502,,469,,7172,,46386,,4297,,36248,,61.3,,4508,99.5,2834,,11,,7353,,7189,,500,,0,,8579895,,76442976,,74613750,,32296940,,15550255,,29067290,,10711003,,10946893,,6582200,,390000,,390000,,390000,,390000,,3798,,607034,,435627,,167448,,100.0,,86658,,30916,,1.3840256815677257,,2.8030146202613535,96.5,3756825,,1449770,,371323,,25.61254543824193,,32625188,99.8,521.0609298388514,95.0,93701,,28975,,1.6228934651956284,,3.2338567730802414,97.8,3464240,,2380279,,490675,,20.614180102416565,,33881164,99.8,586.8189202764258,95.5,6,,0,,0.08333333333333333,,0.0,,4340,,0,,0,,0.0,,3798,59.0,52.75,31.0,3528,,1802,,0.91875,,1.957824639289678,87.0,230435,,30584,,9251,,30.24784200889354,,1405059,91.0,365.90078125,81.0,23259,,9324,,1.2813464081092993,,2.4945302445302446,93.0,1089160,,543670,,133802,,24.61088527967333,,8627782,99.1,475.3075143234905,89.0,1077,,0,,1.8537005163511187,,0.0,,34895,,0,,0,,0.0,,607034,86.0,1044.8089500860585,71.0
5,origin/zeitounn,origin,390.2800506115563,74.0,2.16943490767375,88.0,93520,98.6,43108,,11942043,98.8,22759,,97312,,3791,,2605675,,491727,,18.871386492943287,,42,,801,,8960,,12826,,13497,,10562,,295.0,,0.8217348516800225,66.0,104.93148987768873,,394545,,16156,,9153,,65637,,8029,,4561,,39271,,1498,,22159,,72.6,,4521,99.5,1696,,7,,6224,,6003,,390,,0,,6828480,,44416992,,50227672,,16675382,,12025983,,15899543,,7267738,,6392025,,9471800,,390000,,390000,,390000,,390000,,5230,,3968463,,3718034,,244456,,99.65066488108523,,23096,,12191,,0.864662498596084,,1.8945123451726684,86.0,1602660,,609121,,124698,,20.471794602386062,,10291122,98.3,385.27655273108456,73.0,28382,,14465,,0.9198807285927271,,1.9621154510888352,88.0,1851275,,893168,,162456,,18.188739408487542,,14857741,99.1,481.54991249108707,83.0,3,,0,,0.375,,0.0,,485,,0,,0,,0.0,,5230,63.0,653.75,97.4,11783,,5064,,0.5522590926134233,,2.3268167456556084,92.0,1280215,,152942,,38830,,25.38870944541068,,5858513,98.6,274.5834739407574,56.0,22389,,10233,,0.8507751937984496,,2.187921430665494,90.0,1579000,,817388,,143280,,17.529007032156088,,10304971,99.3,391.5857653138775,73.0,9181,,0,,1.07004662004662,,0.0,,514845,,0,,0,,0.0,,3968463,97.9,462.5248251748252,31.0
6,origin/ys-saaallen,origin,491.2721692384458,92.0,3.5789884188135193,97.4,151427,99.5,42310,,17313178,99.4,29435,,157061,,5634,,10605914,,676716,,6.380553340334459,,104,,666,,10954,,16704,,17631,,12100,,489.0,,1.425638080533248,94.0,162.99818296506209,,68691,,11988,,15575,,18324,,844,,3417,,21245,,3275,,16342,,75.0,,4491,99.5,1488,,7,,5986,,5893,,380,,0,,6373025,,52181456,,48021684,,30033808,,7963518,,14360428,,9296173,,5205937,,3042200,,390000,,390000,,390000,,390000,,14293530,,5137678,,5046674,,88481,,99.77754252915358,,52762,,20450,,1.4951824982997053,,2.5800488997555013,95.3,2117300,,1015330,,236125,,23.25598573862685,,18465452,99.4,523.2785082747677,95.1,18735,,7263,,1.5756938603868798,,2.5795125980999587,95.3,713400,,506481,,95798,,18.914431143517724,,7057734,97.5,593.5857022708158,95.9,43116,,0,,1.2884293569208702,,0.0,,2007845,,0,,0,,0.0,,14293530,99.8,427.131544346163,94.0,4603,,2128,,1.0482805739011614,,2.163063909774436,90.0,263485,,37482,,10062,,26.84488554506163,,1807277,93.0,411.58665452061035,89.0,16463,,6194,,1.5776712985146142,,2.6578947368421053,94.0,626120,,350162,,83350,,23.80326820157527,,5705960,98.1,546.8097747963584,95.4,16108,,0,,1.4988368847120126,,0.0,,644875,,0,,0,,0.0,,5137678,98.5,478.05694612449986,34.0
7,psn/dodo_13kiil_br,psn,376.6858663827522,70.0,1.633481959264951,75.0,150937,99.5,92402,,17961488,99.5,27461,,155825,,4884,,4404932,,580670,,13.18226932901575,,58,,1465,,11061,,16305,,17643,,9179,,522.0,,1.0043718392334309,80.0,119.52014905509715,,75439,,10917,,21221,,15123,,1747,,7080,,41299,,2851,,24695,,54.2,,4572,99.5,3851,,8,,8432,,8215,,454,,0,,9016805,,56608352,,63049072,,28055978,,9525301,,19324250,,8446709,,6711493,,6605600,,390000,,390000,,390000,,390000,,9485624,,9117014,,8892578,,219265,,99.897521538492,,59796,,45964,,1.0676331952578204,,1.300931163519276,64.0,3360510,,1441757,,283887,,19.690350038182576,,22709124,99.6,405.46214826453365,78.0,14398,,13577,,0.8504932364581488,,1.0604699123517713,52.0,1015755,,451524,,71840,,15.910560678945085,,6852805,97.4,404.79679839328963,64.0,27950,,0,,1.05412030925891,,0.0,,1590925,,0,,0,,0.0,,9485624,99.6,357.7455779747313,92.0,13935,,12857,,0.6633187357197258,,1.083845376059734,53.0,1260515,,162890,,40629,,24.9425993001412,,5537362,98.4,263.58349200304644,52.0,6209,,6739,,0.6808860620682092,,0.9213533165158035,38.0,547145,,184997,,34446,,18.61976140153624,,3146159,95.8,345.0114047592938,59.0,28417,,0,,1.3728682545050486,,0.0,,1241955,,0,,0,,0.0,,9117014,99.4,440.45673704043674,27.0
8,psn/xxhangnelangxx,psn,571.5164792133487,97.5,4.597924075758828,98.6,111187,99.0,24182,,12730075,98.9,22212,,115024,,3834,,2130242,,431090,,20.236667946646435,,92,,884,,8809,,13511,,25108,,10206,,352.0,,1.2094219766354124,89.0,138.46971740596516,,225140,,18289,,13322,,64287,,7055,,4643,,24672,,1976,,22853,,84.7,,4493,99.5,808,,2,,5303,,5106,,476,,0,,5516050,,52541796,,67911312,,19628034,,12625488,,20526870,,9258554,,7084950,,9251200,,390000,,390000,,390000,,390000,,769,,10884178,,10596688,,281389,,99.61504538037002,,23958,,6416,,1.2353305145921418,,3.7341022443890273,98.8,1163645,,384183,,98222,,25.56646181637397,,11165247,98.5,575.7062493554707,97.6,18701,,4519,,1.2179887977074377,,4.138304934720071,99.0,921285,,402617,,83869,,20.83096342181279,,9575337,98.3,623.637944509574,97.2,0,,0,,0.0,,0.0,,190,,0,,0,,0.0,,769,36.0,256.3333333333333,85.0,24075,,5948,,1.1183110367892977,,4.047579018157363,98.6,1291725,,197959,,55354,,27.96235584136109,,12111583,99.6,562.5967577108881,98.0,22590,,5887,,1.162994233937397,,3.837268557839307,98.3,1165465,,640421,,122197,,19.08072970748929,,11295626,99.4,581.529345140033,96.9,27544,,0,,1.6972087004744594,,0.0,,973740,,0,,0,,0.0,,10884178,99.5,670.6622712428369,56.0
9,psn/irthy_ragnar,psn,341.8430519983322,59.0,1.5302762827412988,71.0,106622,98.9,69675,,13122214,99.0,23882,,110842,,4220,,3243417,,566143,,17.455140674171716,,45,,369,,10162,,14268,,17626,,8815,,299.0,,0.7938382274108047,63.0,97.6994907379832,,123533,,10604,,19012,,28578,,583,,5237,,52064,,1931,,26553,,63.6,,4509,99.5,2563,,15,,7097,,6871,,385,,0,,8058750,,45913624,,49232320,,17695800,,9442618,,18900242,,6972235,,7185973,,4099800,,390000,,390000,,390000,,390000,,9826,,2217258,,2042014,,171555,,99.93112932281227,,64404,,40437,,0.8626883664858348,,1.5926997551747162,77.0,4479325,,1761422,,337961,,19.186827460994582,,26503098,99.7,355.0076753064095,64.0,17552,,12801,,0.751241225817497,,1.371142879462542,70.0,1401895,,786711,,110697,,14.070859565965138,,8591035,98.0,367.7039462420818,52.0,2,,0,,0.015151515151515152,,0.0,,7925,,0,,0,,0.0,,9826,69.0,74.43939393939394,44.0,7676,,5881,,0.5952233250620348,,1.3052202006461486,65.0,773760,,128307,,27736,,21.616903208710358,,3585171,97.0,278.0064361042184,57.0,12159,,9263,,0.734505255527365,,1.3126416927561266,63.0,993285,,435902,,75097,,17.227954907295675,,5426588,98.0,327.8112842817446,53.0,5582,,0,,0.8320166939931435,,0.0,,402560,,0,,0,,0.0,,2217258,95.8,330.490087941571,9.0
