,player_id,platform,scorePerMinute_value,scorePerMinute_percentile,kdRatio_value,kdRatio_percentile,kills_value,kills_percentile,deaths_value,deaths_percentile,damage_value,damage_percentile,assists_value,assists_percentile,killsAggregated_value,killsAggregated_percentile,assistsAsKills_value,assistsAsKills_percentile,shotsTaken_value,shotsTaken_percentile,shotsHit_value,shotsHit_percentile,shotsAccuracy_value,shotsAccuracy_percentile,killStreak_value,killStreak_percentile,dogtagsTaken_value,dogtagsTaken_percentile,avengerKills_value,avengerKills_percentile,saviorKills_value,saviorKills_percentile,headshots_value,headshots_percentile,suppressionAssists_value,suppressionAssists_percentile,longestHeadshot_value,longestHeadshot_percentile,killsPerMinute_value,killsPerMinute_percentile,damagePerMinute_value,damagePerMinute_percentile,heals_value,heals_percentile,revives_value,revives_percentile,revivesRecieved_value,revivesRecieved_percentile,resupplies_value,resupplies_percentile,repairs_value,repairs_percentile,aceSquad_value,aceSquad_percentile,squadSpawns_value,squadSpawns_percentile,squadWipes_value,squadWipes_percentile,ordersCompleted_value,ordersCompleted_percentile,wlPercentage_value,wlPercentage_percentile,wins_value,wins_percentile,losses_value,losses_percentile,draws_value,draws_percentile,rounds_value,rounds_percentile,roundsPlayed_value,roundsPlayed_percentile,rank_value,rank_percentile,rankScore_value,rankScore_percentile,timePlayed_value,timePlayed_percentile,scoreRound_value,scoreRound_percentile,scoreGeneral_value,scoreGeneral_percentile,scoreCombat_value,scoreCombat_percentile,scoreDefensive_value,scoreDefensive_percentile,scoreObjective_value,scoreObjective_percentile,scoreBonus_value,scoreBonus_percentile,scoreSquad_value,scoreSquad_percentile,scoreAward_value,scoreAward_percentile,scoreAssault_value,scoreAssault_percentile,scoreMedic_value,scoreMedic_percentile,scoreSupport_value,scoreSupport_percentile,scoreRecon_value,scoreRecon_percentile,scoreAir_value,scoreAir_percentile,scoreLand_value,scoreLand_percentile,scoreTanks_value,scoreTanks_percentile,scoreTransports_value,scoreTransports_percentile,rankProgression_value,rankProgression_percentile,Assault_kills_value,Assault_kills_percentile,Assault_deaths_value,Assault_deaths_percentile,Assault_killsPerMinute_value,Assault_killsPerMinute_percentile,Assault_kdRatio_value,Assault_kdRatio_percentile,Assault_timePlayed_value,Assault_timePlayed_percentile,Assault_shotsFired_value,Assault_shotsFired_percentile,Assault_shotsHit_value,Assault_shotsHit_percentile,Assault_shotsAccuracy_value,Assault_shotsAccuracy_percentile,Assault_score_value,Assault_score_percentile,Assault_scorePerMinute_value,Assault_scorePerMinute_percentile,Medic_kills_value,Medic_kills_percentile,Medic_deaths_value,Medic_deaths_percentile,Medic_killsPerMinute_value,Medic_killsPerMinute_percentile,Medic_kdRatio_value,Medic_kdRatio_percentile,Medic_timePlayed_value,Medic_timePlayed_percentile,Medic_shotsFired_value,Medic_shotsFired_percentile,Medic_shotsHit_value,Medic_shotsHit_percentile,Medic_shotsAccuracy_value,Medic_shotsAccuracy_percentile,Medic_score_value,Medic_score_percentile,Medic_scorePerMinute_value,Medic_scorePerMinute_percentile,Support_kills_value,Support_kills_percentile,Support_deaths_value,Support_deaths_percentile,Support_killsPerMinute_value,Support_killsPerMinute_percentile,Support_kdRatio_value,Support_kdRatio_percentile,Support_timePlayed_value,Support_timePlayed_percentile,Support_shotsFired_value,Support_shotsFired_percentile,Support_shotsHit_value,Support_shotsHit_percentile,Support_shotsAccuracy_value,Support_shotsAccuracy_percentile,Support_score_value,Support_score_percentile,Support_scorePerMinute_value,Support_scorePerMinute_percentile,Recon_kills_value,Recon_kills_percentile,Recon_deaths_value,Recon_deaths_percentile,Recon_killsPerMinute_value,Recon_killsPerMinute_percentile,Recon_kdRatio_value,Recon_kdRatio_percentile,Recon_timePlayed_value,Recon_timePlayed_percentile,Recon_shotsFired_value,Recon_shotsFired_percentile,Recon_shotsHit_value,Recon_shotsHit_percentile,Recon_shotsAccuracy_value,Recon_shotsAccuracy_percentile,Recon_score_value,Recon_score_percentile,Recon_scorePerMinute_value,Recon_scorePerMinute_percentile,Tanker_kills_value,Tanker_kills_percentile,Tanker_deaths_value,Tanker_deaths_percentile,Tanker_killsPerMinute_value,Tanker_killsPerMinute_percentile,Tanker_kdRatio_value,Tanker_kdRatio_percentile,Tanker_timePlayed_value,Tanker_timePlayed_percentile,Tanker_shotsFired_value,Tanker_shotsFired_percentile,Tanker_shotsHit_value,Tanker_shotsHit_percentile,Tanker_shotsAccuracy_value,Tanker_shotsAccuracy_percentile,Tanker_score_value,Tanker_score_percentile,Tanker_scorePerMinute_value,Tanker_scorePerMinute_percentile,Pilot_kills_value,Pilot_kills_percentile,Pilot_deaths_value,Pilot_deaths_percentile,Pilot_killsPerMinute_value,Pilot_killsPerMinute_percentile,Pilot_kdRatio_value,Pilot_kdRatio_percentile,Pilot_timePlayed_value,Pilot_timePlayed_percentile,Pilot_shotsFired_value,Pilot_shotsFired_percentile,Pilot_shotsHit_value,Pilot_shotsHit_percentile,Pilot_shotsAccuracy_value,Pilot_shotsAccuracy_percentile,Pilot_score_value,Pilot_score_percentile,Pilot_scorePerMinute_value,Pilot_scorePerMinute_percentile
0,xbl/iamgod2448,xbl,357.5498773006135,64.0,1.7053122316280211,77.0,13900,87.0,8151,,1705228,87.0,3582,,14498,,598,,395379,,67133,,16.97940457131006,,29,,164,,1726,,2371,,2968,,1309,,242.0,,0.852760736196319,69.0,104.6152147239264,,98639,,6166,,2476,,8530,,370,,709,,4284,,260,,1295,,51.2,,397,85.0,376,,3,,801,,787,,126,,0,,978005,,5828063,,8472794,,2391969,,2092979,,1343115,,795291,,823879,,1859800,,390000,,390000,,390000,,390000,,8405,,298209,,291280,,6685,,98.52086046511629,,3600,,2272,,0.8862629246676514,,1.5845070422535212,77.0,243750,,103150,,18585,,18.01745031507513,,1292103,84.0,318.0952732644018,52.0,6172,,3839,,0.9257537123143844,,1.6077103412346965,79.0,400020,,195590,,32642,,16.688992279768904,,2868160,93.0,430.2024898755062,71.0,1535,,1031,,0.7920536635706914,,1.4888457807953444,71.0,116305,,51608,,8577,,16.619516354053633,,626627,79.0,323.3369453044376,52.0,2001,,821,,0.7128607053794086,,2.43727161997564,93.0,168460,,19091,,4976,,26.06463778743911,,815006,85.0,290.3477021731386,61.0,742,,0,,1.1174698795180722,,0.0,,39860,,0,,0,,0.0,,298209,78.0,449.10993975903614,29.0,23,,0,,0.14375,,0.0,,9610,,0,,0,,0.0,,8405,68.0,52.53125,30.0
1,xbl/xxprogamer351xx,xbl,382.9482263302523,72.0,1.9335148627184024,84.0,17042,89.0,8814,,2009198,89.0,2580,,17519,,477,,1121722,,72881,,6.497242632309966,,53,,273,,983,,1339,,2694,,1000,,391.0,,1.0643267549337996,83.0,125.48076442668,,12905,,834,,965,,1746,,216,,548,,3238,,303,,2026,,48.0,,397,85.0,428,,2,,829,,780,,122,,0,,960765,,6131767,,7914486,,3841243,,1035549,,1254975,,900625,,590527,,1217000,,390000,,390000,,390000,,390000,,1859235,,741255,,716975,,23677,,98.43888059701491,,3295,,2270,,1.1326916466139567,,1.4515418502202644,71.0,174545,,72860,,15036,,20.6368377710678,,1120549,82.0,385.2007562736336,73.0,2277,,1417,,1.47953216374269,,1.6069160197600565,79.0,92340,,53766,,11102,,20.648737120113083,,817436,81.0,531.1474983755686,90.0,2112,,1439,,1.2925336597307222,,1.4676858929812369,71.0,98090,,50108,,9831,,19.619621617306617,,692389,81.0,423.73867809057526,80.0,2611,,1768,,1.0915551839464883,,1.4768099547511313,73.0,143570,,23212,,5986,,25.788385317939,,867319,86.0,362.59155518394647,81.0,2092,,0,,1.1577199778638627,,0.0,,108460,,0,,0,,0.0,,741255,88.0,410.213060320974,22.0,4727,,0,,0.825100366556118,,0.0,,343760,,0,,0,,0.0,,1859235,97.8,324.5304590679001,90.0
2,origin/jokerandhunk,origin,274.732784184514,36.0,0.6543877007382601,17.0,8598,82.0,13139,,1078398,82.0,2702,,9068,,470,,469327,,49833,,10.617969986810902,,10,,265,,1158,,1600,,1801,,886,,116.0,,0.472158154859967,26.0,59.22009884678748,,196421,,10957,,4240,,14261,,1146,,756,,3356,,170,,633,,53.0,,397,85.0,350,,2,,756,,749,,120,,0,,1092650,,5002884,,7757750,,1420431,,2345711,,1236742,,655883,,1008404,,2106000,,390000,,390000,,138744,,3916,,309,,64393,,38292,,25422,,99.97100515463916,,3034,,4586,,0.5801147227533461,,0.6615787178368949,20.0,313840,,132277,,16735,,12.65148136108318,,1099328,82.0,210.1965583173996,18.0,5349,,8108,,0.4345953851153721,,0.6597187962506167,23.0,738480,,321905,,31734,,9.858187974713037,,3743250,94.0,304.1314592135197,33.0,198,,369,,0.3203883495145631,,0.5365853658536586,13.0,37085,,14210,,1114,,7.839549612948628,,138744,53.0,224.50485436893203,21.0,9,,23,,0.3,,0.391304347826087,8.0,1815,,194,,26,,13.402061855670103,,3916,10.0,130.53333333333333,9.0,70,,0,,3.1818181818181817,,0.0,,1340,,0,,0,,0.0,,64393,53.0,2926.954545454545,89.0,0,,0,,0.0,,0.0,,90,,0,,0,,0.0,,309,23.0,309.0,89.0
3,origin/kkzskh,origin,217.0467939912261,18.0,1.470559311616472,68.0,11963,86.0,8135,,1573544,86.0,2724,,12339,,376,,919053,,52331,,5.694013294119055,,80,,231,,609,,837,,896,,1823,,693.0,,0.5301103381043116,33.0,69.7276554260646,,13403,,1099,,1029,,6297,,1135,,662,,3764,,226,,1815,,60.0,,397,85.0,264,,1,,662,,633,,116,,0,,1354030,,4898095,,7090133,,3239169,,917776,,741150,,710038,,630221,,1482000,,390000,,390000,,390000,,390000,,1403800,,1015797,,953385,,60941,,98.31021907931226,,1825,,3069,,0.3065166274773261,,0.5946562398175301,16.0,357275,,90629,,7876,,8.690375045515232,,958417,80.0,160.9702720859926,9.0,716,,957,,0.4344660194174757,,0.7481713688610241,30.0,98925,,45717,,3808,,8.329505435614761,,462027,71.0,280.35618932038835,26.0,1556,,1676,,0.4421710713270815,,0.928400954653938,38.0,211170,,105848,,9056,,8.555664726778021,,804556,83.0,228.63199772662688,22.0,960,,1065,,0.4421925380009212,,0.9014084507042254,41.0,130315,,19316,,2433,,12.595775522882583,,392104,73.0,180.6098572086596,22.0,2769,,0,,0.8838174273858921,,0.0,,188035,,0,,0,,0.0,,1015797,91.0,324.2250239387169,8.0,4407,,0,,0.7179863147605083,,0.0,,368310,,0,,0,,0.0,,1403800,97.1,228.70641902899968,83.0
4,psn/bg_rednika,psn,221.68387151096704,19.0,0.8924342765402368,33.0,8894,82.0,9966,,1293101,84.0,2969,,9268,,374,,322037,,45605,,14.161416234780477,,30,,129,,934,,1364,,2303,,1355,,291.0,,0.3744369132320128,16.0,54.43948132867428,,27485,,3762,,2371,,2438,,142,,1069,,4971,,165,,966,,38.2,,397,85.0,632,,11,,1069,,1043,,124,,0,,1425230,,5265657,,8261249,,1858604,,1467255,,1939798,,1198360,,924546,,1821000,,390000,,390000,,237874,,390000,,11862,,242881,,232033,,10486,,99.29385817307691,,1142,,1409,,0.3993006993006993,,0.8105039034776437,31.0,171640,,52012,,7156,,13.758363454587402,,586949,71.0,205.22692307692307,17.0,3695,,4127,,0.5049883832171655,,0.8953234795250787,41.0,439045,,187810,,23166,,12.334806453330494,,1979589,90.0,270.5465354653547,23.0,167,,360,,0.0686395396629675,,0.4638888888888889,9.0,146025,,10116,,2328,,23.01304863582444,,237874,62.0,97.7698314837649,3.0,3486,,3914,,0.3280941176470588,,0.8906489524782831,40.0,637530,,61881,,11767,,19.01552980721061,,2014279,94.0,189.5792,25.0,609,,0,,1.4674698795180725,,0.0,,24900,,0,,0,,0.0,,242881,75.0,585.255421686747,48.0,28,,0,,0.2772277227722772,,0.0,,6090,,0,,0,,0.0,,11862,71.0,117.44554455445544,62.0
5,origin/petereisenhut_11,origin,387.6290927091436,73.0,2.146182764603817,88.0,14843,88.0,6916,,1840378,88.0,3470,,15409,,564,,406447,,71743,,17.651255883300898,,34,,30,,1320,,2033,,3661,,2136,,335.0,,1.0496428823986987,83.0,130.14482709850788,,41312,,2374,,2203,,4764,,4108,,696,,4828,,267,,2393,,57.6,,397,85.0,290,,2,,696,,686,,119,,0,,848490,,5481463,,7552846,,2697343,,1496291,,1287829,,767383,,922288,,1304000,,390000,,390000,,390000,,390000,,1977,,569140,,348516,,213300,,99.11871391076116,,3048,,1875,,0.909579230080573,,1.6256,78.0,201090,,67721,,14752,,21.78349404173004,,1140074,82.0,340.2190390928081,59.0,5692,,2397,,1.2056767633975851,,2.3746349603671257,93.0,283275,,135698,,28844,,21.256024407139385,,2130767,91.0,451.338063969498,76.0,2942,,1178,,1.0760790051207023,,2.497453310696095,93.0,164080,,170695,,19673,,11.525235068396848,,1043573,87.0,381.701901975128,70.0,3043,,1374,,0.9554160125588697,,2.214701601164484,91.0,191125,,26033,,7875,,30.25006722237161,,1115255,89.0,350.1585557299843,78.0,1518,,0,,14.596153846153848,,0.0,,6250,,0,,0,,0.0,,569140,85.0,5472.5,94.0,3,,0,,0.0681818181818181,,0.0,,2670,,0,,0,,0.0,,1977,50.0,44.93181818181818,25.0
6,origin/vecland3nkltst,origin,425.2235150030618,82.0,2.273993958881418,90.0,23338,92.0,10263,,2934536,92.0,5936,,24367,,1029,,556930,,102041,,18.322051245219328,,40,,776,,2651,,4160,,6213,,3128,,296.0,,1.0993452352913466,85.0,138.23241791888455,,180366,,6620,,4254,,17026,,1957,,668,,6955,,415,,3809,,60.0,,397,85.0,265,,0,,668,,652,,161,,0,,1273750,,9027070,,12524797,,4197721,,3188249,,1641100,,1178727,,1764374,,2319000,,390000,,390000,,390000,,390000,,10,,173747,,151632,,21521,,99.22006614778286,,8959,,3858,,1.090433300876339,,2.3221876620010367,93.0,493015,,213135,,42719,,20.04316513008187,,3082878,92.0,375.22857838364166,70.0,8484,,4216,,1.1542857142857144,,2.012333965844402,89.0,441010,,227565,,37762,,16.593940192911916,,3620045,94.0,492.5231292517007,85.0,2104,,969,,1.1227321237993595,,2.171310629514964,90.0,112485,,75677,,12332,,16.295571970347662,,781349,83.0,416.9418356456777,79.0,3431,,1131,,0.9887608069164264,,3.033598585322723,96.7,208255,,30196,,7673,,25.41065041727381,,1392702,91.0,401.3550432276657,87.0,570,,0,,1.8037974683544304,,0.0,,18985,,0,,0,,0.0,,173747,70.0,549.8322784810126,44.0,0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,10,0.0,10.0,3.0
7,origin/shipelyvka,origin,263.35228684693215,32.0,1.1508965828352318,50.0,10205,84.0,8867,,1569313,86.0,3726,,10433,,228,,148751,,29754,,20.002554604674927,,19,,4,,870,,1525,,5763,,2934,,562.0,,0.6038104254186143,42.0,92.8532631205254,,0,,411,,1776,,490,,0,,855,,5326,,156,,2177,,46.4,,397,85.0,458,,0,,855,,838,,109,,0,,1014085,,4450917,,6362762,,2720581,,1086611,,643725,,587845,,729280,,1324000,,390000,,220,,0,,390000,,57,,43188,,25507,,17152,,98.95430793157075,,1820,,2564,,0.4846870838881491,,0.7098283931357254,24.0,225320,,78627,,10207,,12.981545779439632,,820644,77.0,218.54700399467376,21.0,0,,4,,0.0,,0.0,,250,,151,,4,,2.6490066225165565,,220,1.0,55.0,0.0,0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0,,0.0,,8385,,6273,,0.6382735784425668,,1.3366810138689622,67.0,788235,,69623,,19530,,28.05107507576519,,3605922,97.1,274.48595569764785,56.0,56,,0,,28.0,,0.0,,125,,0,,0,,0.0,,43188,45.0,21594.0,99.0,0,,0,,0.0,,0.0,,155,,0,,0,,0.0,,57,7.0,28.5,14.0
8,psn/banana_lok-_-11,psn,405.1450455534951,78.0,1.5024361259655377,69.0,12643,86.0,8415,,1490794,86.0,2224,,13088,,445,,268072,,53669,,20.02036766241905,,28,,384,,1082,,1473,,2919,,783,,338.0,,1.0193501572200274,81.0,120.1962428444731,,19468,,2283,,1672,,6362,,1418,,618,,3380,,153,,1674,,62.3,,397,85.0,239,,1,,637,,622,,119,,0,,744225,,5025014,,7561691,,2183993,,1240654,,1600367,,671677,,694605,,1865000,,390000,,390000,,390000,,390000,,7940,,148189,,103378,,43756,,99.23479002624671,,5333,,3584,,1.0520812783586506,,1.4880022321428572,73.0,304145,,97777,,22585,,23.09847919244812,,2070121,89.0,408.38843953442495,78.0,2172,,1382,,1.1081632653061224,,1.5716353111432706,78.0,117650,,59059,,10690,,18.10054352427234,,934905,83.0,476.9923469387755,82.0,2536,,1666,,1.079148936170213,,1.522208883553421,73.0,141045,,67734,,13852,,20.450586116278384,,938370,85.0,399.3063829787234,75.0,2405,,1632,,0.8845163663111438,,1.4736519607843137,73.0,163155,,27236,,5737,,21.06403289763548,,981539,87.0,360.9926443545421,80.0,323,,0,,1.8044692737430168,,0.0,,10780,,0,,0,,0.0,,148189,68.0,827.8715083798883,64.0,14,,0,,0.1129032258064516,,0.0,,7450,,0,,0,,0.0,,7940,67.0,64.03225806451613,38.0
9,xbl/iidank1283,xbl,260.30630372492834,31.0,0.8686498855835241,31.0,5694,76.0,6555,,759624,77.0,1556,,5926,,232,,272557,,27418,,10.059547177287689,,21,,51,,540,,723,,1333,,777,,319.0,,0.4078796561604584,19.0,54.41432664756447,,10107,,962,,866,,4657,,1019,,729,,4133,,98,,1393,,54.6,,398,85.0,325,,6,,729,,705,,107,,0,,837640,,3633876,,6246449,,1150875,,1012851,,1470150,,534573,,525830,,2078000,,390000,,378479,,390000,,390000,,810,,211825,,157244,,53388,,99.75166081124242,,1683,,2318,,0.4452380952380952,,0.7260569456427955,25.0,226805,,91808,,9300,,10.129836179853609,,1072652,82.0,283.7703703703704,41.0,538,,636,,0.4908759124087591,,0.8459119496855346,37.0,65795,,34150,,3309,,9.6896046852123,,378479,67.0,345.3275547445256,45.0,1586,,1592,,0.4320348678834105,,0.9962311557788944,42.0,220275,,104907,,9689,,9.235799327022985,,1027630,86.0,279.93189866521385,37.0,1843,,1951,,0.3470156279420071,,0.9446437724243978,43.0,318705,,39754,,4922,,12.381144035820297,,1116525,89.0,210.2287704763698,32.0,290,,0,,3.118279569892473,,0.0,,5615,,0,,0,,0.0,,211825,73.0,2277.6881720430106,86.0,0,,0,,0.0,,0.0,,445,,0,,0,,0.0,,810,37.0,115.71428571428572,61.0
